object	spawn_id	triggerId	room	loc_x	loc_y	loc_z	yaw	script	spawn_objvar	trigger_event	isInvulnerable	comment	paths	respawn	mission_critical
heroic_echo_atat	at9	at5_forwardSpawn2		962	55	1203	-178	theme_park.heroic.echo_base.at_at	"string:patrol_path=at_path5,int:isAtat=1,string:atatNumber=at5,int:advancePoint=2,int:checkpoint=0,int:forceDead=0"	OnDeath:triggerId:at_died					1
heroic_echo_snowtrooper	at5_snowTrooper_01	at5_forwardSpawn2		954	55	1143	-178		string:patrol_path=at5_snowtrooper1_path1	OnDeath:triggerId:at5_deadTrooper					1
heroic_echo_snowtrooper	at5_snowTrooper_02	at5_forwardSpawn2		959	55	1148	-178		string:patrol_path=at5_snowtrooper2_path1	OnDeath:triggerId:at5_deadTrooper					1
heroic_echo_snowtrooper	at5_snowTrooper_03	at5_forwardSpawn2		964	55	1153	-178		string:patrol_path=at5_snowtrooper3_path1	OnDeath:triggerId:at5_deadTrooper					1
heroic_echo_snowtrooper	at5_snowTrooper_04	at5_forwardSpawn2		949	55	1148	-178		string:patrol_path=at5_snowtrooper4_path1	OnDeath:triggerId:at5_deadTrooper					1
heroic_echo_snowtrooper	at5_snowTrooper_05	at5_forwardSpawn2		944	55	1153	-178		string:patrol_path=at5_snowtrooper5_path1	OnDeath:triggerId:at5_deadTrooper					1
heroic_echo_atst	at5_atst2	at5_forwardSpawn2		938	55	1093	-178		string:patrol_path=at5_atst2_path1	OnDeath:triggerId:at5_atst2_respawn					1
heroic_echo_atst	at5_atst4	at5_forwardSpawn2		938	55	1225	-178		string:patrol_path=at5_atst2_path1	OnDeath:triggerId:at5_atst4_respawn					1
delayAction:at5_forwardSpawn3:8		at5_spawnPoint_3													
heroic_echo_atat	at9	at5_forwardSpawn3		940	55	991	-178	theme_park.heroic.echo_base.at_at	"string:patrol_path=at_path5,int:isAtat=1,string:atatNumber=at5,int:advancePoint=3,int:checkpoint=0,int:forceDead=0"	OnDeath:triggerId:at_died					1
heroic_echo_snowtrooper	at5_snowTrooper_01	at5_forwardSpawn3		932	55	931	-178		string:patrol_path=at5_snowtrooper1_path1	OnDeath:triggerId:at5_deadTrooper					1
heroic_echo_snowtrooper	at5_snowTrooper_02	at5_forwardSpawn3		937	55	936	-178		string:patrol_path=at5_snowtrooper2_path1	OnDeath:triggerId:at5_deadTrooper					1
heroic_echo_snowtrooper	at5_snowTrooper_03	at5_forwardSpawn3		942	55	941	-178		string:patrol_path=at5_snowtrooper3_path1	OnDeath:triggerId:at5_deadTrooper					1
heroic_echo_snowtrooper	at5_snowTrooper_04	at5_forwardSpawn3		927	55	936	-178		string:patrol_path=at5_snowtrooper4_path1	OnDeath:triggerId:at5_deadTrooper					1
heroic_echo_snowtrooper	at5_snowTrooper_05	at5_forwardSpawn3		922	55	941	-178		string:patrol_path=at5_snowtrooper5_path1	OnDeath:triggerId:at5_deadTrooper					1
heroic_echo_atst	at5_atst2	at5_forwardSpawn3		916	55	881	-178		string:patrol_path=at5_atst2_path1	OnDeath:triggerId:at5_atst2_respawn					1
heroic_echo_atst	at5_atst4	at5_forwardSpawn3		916	55	1013	-178		string:patrol_path=at5_atst2_path1	OnDeath:triggerId:at5_atst4_respawn					1
trigger:at6_advancePoint01:faction-npc-atat:10:0:0:triggerId				880	55	1270									
trigger:at6_advancePoint02:faction-npc-atat:10:0:0:triggerId				852	55	1070									
trigger:at6_advancePoint03:faction-npc-atat:10:0:0:triggerId				830	55	920									
objVarAction:at11:set:int:advancePoint:1		at6_advancePoint01													
objVarAction:at11:set:int:advancePoint:2		at6_advancePoint02													
objVarAction:at11:set:int:advancePoint:3		at6_advancePoint03													
delayAction:at6_forwardSpawn1:8		at6_spawnPoint_1													
heroic_echo_atat	at11	at6_forwardSpawn1		887	55	1330	-178	theme_park.heroic.echo_base.at_at	"string:patrol_path=at_path6,int:isAtat=1,string:atatNumber=at6,int:advancePoint=1,int:checkpoint=0,int:forceDead=0"	OnDeath:triggerId:at_died					1
heroic_echo_snowtrooper	at6_snowTrooper_01	at6_forwardSpawn1		879	55	1270	-178		string:patrol_path=at6_snowtrooper1_path1	OnDeath:triggerId:at6_deadTrooper					1
heroic_echo_snowtrooper	at6_snowTrooper_02	at6_forwardSpawn1		884	55	1275	-178		string:patrol_path=at6_snowtrooper2_path1	OnDeath:triggerId:at6_deadTrooper					1
heroic_echo_snowtrooper	at6_snowTrooper_03	at6_forwardSpawn1		889	55	1280	-178		string:patrol_path=at6_snowtrooper3_path1	OnDeath:triggerId:at6_deadTrooper					1
heroic_echo_snowtrooper	at6_snowTrooper_04	at6_forwardSpawn1		874	55	1275	-178		string:patrol_path=at6_snowtrooper4_path1	OnDeath:triggerId:at6_deadTrooper					1
heroic_echo_snowtrooper	at6_snowTrooper_05	at6_forwardSpawn1		869	55	1280	-178		string:patrol_path=at6_snowtrooper5_path1	OnDeath:triggerId:at6_deadTrooper					1
heroic_echo_atst	at6_atst2	at6_forwardSpawn1		863	55	1220	-178		string:patrol_path=at6_atst2_path1	OnDeath:triggerId:at6_atst2_respawn					1
heroic_echo_atst	at6_atst4	at6_forwardSpawn1		863	55	1352	-178		string:patrol_path=at6_atst2_path1	OnDeath:triggerId:at6_atst4_respawn					1
delayAction:at6_forwardSpawn2:8		at6_spawnPoint_2													
heroic_echo_atat	at11	at6_forwardSpawn2		868	55	1200	-178	theme_park.heroic.echo_base.at_at	"string:patrol_path=at_path6,int:isAtat=1,string:atatNumber=at6,int:advancePoint=2,int:checkpoint=0,int:forceDead=0"	OnDeath:triggerId:at_died					1
heroic_echo_snowtrooper	at6_snowTrooper_01	at6_forwardSpawn2		860	55	1140	-178		string:patrol_path=at6_snowtrooper1_path1	OnDeath:triggerId:at6_deadTrooper					1
heroic_echo_snowtrooper	at6_snowTrooper_02	at6_forwardSpawn2		865	55	1145	-178		string:patrol_path=at6_snowtrooper2_path1	OnDeath:triggerId:at6_deadTrooper					1
heroic_echo_snowtrooper	at6_snowTrooper_03	at6_forwardSpawn2		870	55	1150	-178		string:patrol_path=at6_snowtrooper3_path1	OnDeath:triggerId:at6_deadTrooper					1
heroic_echo_snowtrooper	at6_snowTrooper_04	at6_forwardSpawn2		855	55	1145	-178		string:patrol_path=at6_snowtrooper4_path1	OnDeath:triggerId:at6_deadTrooper					1
heroic_echo_snowtrooper	at6_snowTrooper_05	at6_forwardSpawn2		850	55	1150	-178		string:patrol_path=at6_snowtrooper5_path1	OnDeath:triggerId:at6_deadTrooper					1
heroic_echo_atst	at6_atst2	at6_forwardSpawn2		844	55	1090	-178		string:patrol_path=at6_atst2_path1	OnDeath:triggerId:at6_atst2_respawn					1
heroic_echo_atst	at6_atst4	at6_forwardSpawn2		844	55	1222	-178		string:patrol_path=at6_atst2_path1	OnDeath:triggerId:at6_atst4_respawn					1
delayAction:at6_forwardSpawn3:8		at6_spawnPoint_3													
heroic_echo_atat	at11	at6_forwardSpawn3		839	55	989	-178	theme_park.heroic.echo_base.at_at	"string:patrol_path=at_path6,int:isAtat=1,string:atatNumber=at6,int:advancePoint=3,int:checkpoint=0,int:forceDead=0"	OnDeath:triggerId:at_died					1
heroic_echo_snowtrooper	at6_snowTrooper_01	at6_forwardSpawn3		831	55	929	-178		string:patrol_path=at6_snowtrooper1_path1	OnDeath:triggerId:at6_deadTrooper					1
heroic_echo_snowtrooper	at6_snowTrooper_02	at6_forwardSpawn3		836	55	934	-178		string:patrol_path=at6_snowtrooper2_path1	OnDeath:triggerId:at6_deadTrooper					1
heroic_echo_snowtrooper	at6_snowTrooper_03	at6_forwardSpawn3		841	55	939	-178		string:patrol_path=at6_snowtrooper3_path1	OnDeath:triggerId:at6_deadTrooper					1
heroic_echo_snowtrooper	at6_snowTrooper_04	at6_forwardSpawn3		826	55	934	-178		string:patrol_path=at6_snowtrooper4_path1	OnDeath:triggerId:at6_deadTrooper					1
heroic_echo_snowtrooper	at6_snowTrooper_05	at6_forwardSpawn3		821	55	939	-178		string:patrol_path=at6_snowtrooper5_path1	OnDeath:triggerId:at6_deadTrooper					1
heroic_echo_atst	at6_atst2	at6_forwardSpawn3		815	55	879	-178		string:patrol_path=at6_atst2_path1	OnDeath:triggerId:at6_atst2_respawn					1
heroic_echo_atst	at6_atst4	at6_forwardSpawn3		815	55	1011	-178		string:patrol_path=at6_atst2_path1	OnDeath:triggerId:at6_atst4_respawn					1
messageTo;at1;ATATnumDeadIncrement;none		at1_deadTrooper													
messageTo;at3;ATATnumDeadIncrement;none		at2_deadTrooper													
messageTo;at5;ATATnumDeadIncrement;none		at3_deadTrooper													
messageTo;at7;ATATnumDeadIncrement;none		at4_deadTrooper													
messageTo;at9;ATATnumDeadIncrement;none		at5_deadTrooper													
messageTo;at11;ATATnumDeadIncrement;none		at6_deadTrooper													
trigger:at1_checkpoint_1:faction-npc-atat:10:0:0:triggerId		rebel		1213.4629	55	1250.7251
trigger:at1_checkpoint_2:faction-npc-atat:10:0:0:triggerId		rebel		1209.1318	55	1050.6997
trigger:at1_checkpoint_3:faction-npc-atat:10:0:0:triggerId		rebel		1184.741	55	850.55225
trigger:at1_checkpoint_4:faction-npc-atat:10:0:0:triggerId		rebel		1073.3562	55	650.16406
trigger:at1_checkpoint_5:faction-npc-atat:10:0:0:triggerId		rebel		964.17017	55	450.53613
objVarAction:at1:set:int:checkpoint:1		at1_checkpoint_1				
delayAction:checkForceStatus:45		at1_checkpoint_1				
objVarAction:at1:set:int:checkpoint:2		at1_checkpoint_2				
delayAction:checkForceStatus:45		at1_checkpoint_2				
objVarAction:at1:set:int:checkpoint:3		at1_checkpoint_3				
delayAction:checkForceStatus:45		at1_checkpoint_3				
objVarAction:at1:set:int:checkpoint:4		at1_checkpoint_4				
delayAction:checkForceStatus:45		at1_checkpoint_4				
objVarAction:at1:set:int:checkpoint:5		at1_checkpoint_5				
delayAction:checkForceStatus:45		at1_checkpoint_5				
messageTo;at1;ATATforceCheck;none		checkForceStatus				
clientfx:lambda_shuttle_touch_and_go_2.prt:forced_visability-300		at1_spawnForce_1		1213.4629	55	1250.7251	-90								
delayAction:at1_spawnTroopers_1:8		at1_spawnForce_1													
heroic_echo_snowtrooper	at1_snowTrooper_01	at1_spawnTroopers_1		1213.4629	55	1250.7251	-178		"string:patrol_path=at1_snowtrooper1_path1,int:run=1"	OnDeath:triggerId:at1_deadTrooper					1
heroic_echo_snowtrooper	at1_snowTrooper_02	at1_spawnTroopers_1		1213.4629	55	1250.7251	-178		"string:patrol_path=at1_snowtrooper2_path1,int:run=1"	OnDeath:triggerId:at1_deadTrooper					1
heroic_echo_snowtrooper	at1_snowTrooper_03	at1_spawnTroopers_1		1213.4629	55	1250.7251	-178		"string:patrol_path=at1_snowtrooper3_path1,int:run=1"	OnDeath:triggerId:at1_deadTrooper					1
heroic_echo_snowtrooper	at1_snowTrooper_04	at1_spawnTroopers_1		1213.4629	55	1250.7251	-178		"string:patrol_path=at1_snowtrooper4_path1,int:run=1"	OnDeath:triggerId:at1_deadTrooper					1
heroic_echo_snowtrooper	at1_snowTrooper_05	at1_spawnTroopers_1		1213.4629	55	1250.7251	-178		"string:patrol_path=at1_snowtrooper5_path1,int:run=1"	OnDeath:triggerId:at1_deadTrooper					1
clientfx:lambda_shuttle_touch_and_go_2.prt:forced_visability-300		at1_spawnForce_2		1209.1318	55	1050.6997	-90								
delayAction:at1_spawnTroopers_2:8		at1_spawnForce_2													
heroic_echo_snowtrooper	at1_snowTrooper_01	at1_spawnTroopers_2		1209.1318	55	1050.6997	-178		"string:patrol_path=at1_snowtrooper1_path1,int:run=1"	OnDeath:triggerId:at1_deadTrooper					1
heroic_echo_snowtrooper	at1_snowTrooper_02	at1_spawnTroopers_2		1209.1318	55	1050.6997	-178		"string:patrol_path=at1_snowtrooper2_path1,int:run=1"	OnDeath:triggerId:at1_deadTrooper					1
heroic_echo_snowtrooper	at1_snowTrooper_03	at1_spawnTroopers_2		1209.1318	55	1050.6997	-178		"string:patrol_path=at1_snowtrooper3_path1,int:run=1"	OnDeath:triggerId:at1_deadTrooper					1
heroic_echo_snowtrooper	at1_snowTrooper_04	at1_spawnTroopers_2		1209.1318	55	1050.6997	-178		"string:patrol_path=at1_snowtrooper4_path1,int:run=1"	OnDeath:triggerId:at1_deadTrooper					1
heroic_echo_snowtrooper	at1_snowTrooper_05	at1_spawnTroopers_2		1209.1318	55	1050.6997	-178		"string:patrol_path=at1_snowtrooper5_path1,int:run=1"	OnDeath:triggerId:at1_deadTrooper					1
clientfx:lambda_shuttle_touch_and_go_2.prt:forced_visability-300		at1_spawnForce_3		1184.741	55	850.55225	-90								
delayAction:at1_spawnTroopers_3:8		at1_spawnForce_3													
heroic_echo_snowtrooper	at1_snowTrooper_01	at1_spawnTroopers_3		1184.741	55	850.55225	-178		"string:patrol_path=at1_snowtrooper1_path2,int:run=1"	OnDeath:triggerId:at1_deadTrooper					1
heroic_echo_snowtrooper	at1_snowTrooper_02	at1_spawnTroopers_3		1184.741	55	850.55225	-178		"string:patrol_path=at1_snowtrooper2_path2,int:run=1"	OnDeath:triggerId:at1_deadTrooper					1
heroic_echo_snowtrooper	at1_snowTrooper_03	at1_spawnTroopers_3		1184.741	55	850.55225	-178		"string:patrol_path=at1_snowtrooper3_path2,int:run=1"	OnDeath:triggerId:at1_deadTrooper					1
heroic_echo_snowtrooper	at1_snowTrooper_04	at1_spawnTroopers_3		1184.741	55	850.55225	-178		"string:patrol_path=at1_snowtrooper4_path2,int:run=1"	OnDeath:triggerId:at1_deadTrooper					1
heroic_echo_snowtrooper	at1_snowTrooper_05	at1_spawnTroopers_3		1184.741	55	850.55225	-178		"string:patrol_path=at1_snowtrooper5_path2,int:run=1"	OnDeath:triggerId:at1_deadTrooper					1
clientfx:lambda_shuttle_touch_and_go_2.prt:forced_visability-300		at1_spawnForce_4		1073.3562	55	650.16406	-90								
delayAction:at1_spawnTroopers_4:8		at1_spawnForce_4													
heroic_echo_snowtrooper	at1_snowTrooper_01	at1_spawnTroopers_4		1073.3562	55	650.16406	-178		"string:patrol_path=at1_snowtrooper1_path2,int:run=1"	OnDeath:triggerId:at1_deadTrooper					1
heroic_echo_snowtrooper	at1_snowTrooper_02	at1_spawnTroopers_4		1073.3562	55	650.16406	-178		"string:patrol_path=at1_snowtrooper2_path2,int:run=1"	OnDeath:triggerId:at1_deadTrooper					1
heroic_echo_snowtrooper	at1_snowTrooper_03	at1_spawnTroopers_4		1073.3562	55	650.16406	-178		"string:patrol_path=at1_snowtrooper3_path2,int:run=1"	OnDeath:triggerId:at1_deadTrooper					1
heroic_echo_snowtrooper	at1_snowTrooper_04	at1_spawnTroopers_4		1073.3562	55	650.16406	-178		"string:patrol_path=at1_snowtrooper4_path2,int:run=1"	OnDeath:triggerId:at1_deadTrooper					1
heroic_echo_snowtrooper	at1_snowTrooper_05	at1_spawnTroopers_4		1073.3562	55	650.16406	-178		"string:patrol_path=at1_snowtrooper5_path2,int:run=1"	OnDeath:triggerId:at1_deadTrooper					1
clientfx:lambda_shuttle_touch_and_go_2.prt:forced_visability-300		at1_spawnForce_5		964.17017	55	450.53613	-90								
delayAction:at1_spawnTroopers_5:8		at1_spawnForce_5													
heroic_echo_snowtrooper	at1_snowTrooper_01	at1_spawnTroopers_5		964.17017	55	450.53613	-178		"string:patrol_path=at1_snowtrooper1_path2,int:run=1"	OnDeath:triggerId:at1_deadTrooper					1
heroic_echo_snowtrooper	at1_snowTrooper_02	at1_spawnTroopers_5		964.17017	55	450.53613	-178		"string:patrol_path=at1_snowtrooper2_path2,int:run=1"	OnDeath:triggerId:at1_deadTrooper					1
heroic_echo_snowtrooper	at1_snowTrooper_03	at1_spawnTroopers_5		964.17017	55	450.53613	-178		"string:patrol_path=at1_snowtrooper3_path2,int:run=1"	OnDeath:triggerId:at1_deadTrooper					1
heroic_echo_snowtrooper	at1_snowTrooper_04	at1_spawnTroopers_5		964.17017	55	450.53613	-178		"string:patrol_path=at1_snowtrooper4_path2,int:run=1"	OnDeath:triggerId:at1_deadTrooper					1
heroic_echo_snowtrooper	at1_snowTrooper_05	at1_spawnTroopers_5		964.17017	55	450.53613	-178		"string:patrol_path=at1_snowtrooper5_path2,int:run=1"	OnDeath:triggerId:at1_deadTrooper					1
trigger:at2_checkpoint_1:faction-npc-atat:10:0:0:triggerId		rebel		1156.949	55	1200.8594									
trigger:at2_checkpoint_2:faction-npc-atat:10:0:0:triggerId		rebel		1128.7402	55	1000.6289									
trigger:at2_checkpoint_3:faction-npc-atat:10:0:0:triggerId		rebel		1074.1162	55	800.90234									
trigger:at2_checkpoint_4:faction-npc-atat:10:0:0:triggerId		rebel		979.0144	55	600.145									
trigger:at2_checkpoint_5:faction-npc-atat:10:0:0:triggerId		rebel		881.522	55	400.52734									
objVarAction:at3:set:int:checkpoint:1		at2_checkpoint_1													
delayAction:checkForceStatus:45		at2_checkpoint_1													
objVarAction:at3:set:int:checkpoint:2		at2_checkpoint_2													
delayAction:checkForceStatus:45		at2_checkpoint_2													
objVarAction:at3:set:int:checkpoint:3		at2_checkpoint_3													
delayAction:checkForceStatus:45		at2_checkpoint_3													
objVarAction:at3:set:int:checkpoint:4		at2_checkpoint_4													
delayAction:checkForceStatus:45		at2_checkpoint_4													
objVarAction:at3:set:int:checkpoint:5		at2_checkpoint_5													
delayAction:checkForceStatus:45		at2_checkpoint_5													
messageTo;at3;ATATforceCheck;none		checkForceStatus													
clientfx:lambda_shuttle_touch_and_go_2.prt:forced_visability-300		at2_spawnForce_1		1156.949	55	1200.8594	-90								
delayAction:at2_spawnTroopers_1:8		at2_spawnForce_1													
heroic_echo_snowtrooper	at2_snowTrooper_01	at2_spawnTroopers_1		1156.949	55	1200.8594	-178		"string:patrol_path=at2_snowtrooper1_path1,int:run=1"	OnDeath:triggerId:at2_deadTrooper					1
heroic_echo_snowtrooper	at2_snowTrooper_02	at2_spawnTroopers_1		1156.949	55	1200.8594	-178		"string:patrol_path=at2_snowtrooper2_path1,int:run=1"	OnDeath:triggerId:at2_deadTrooper					1
heroic_echo_snowtrooper	at2_snowTrooper_03	at2_spawnTroopers_1		1156.949	55	1200.8594	-178		"string:patrol_path=at2_snowtrooper3_path1,int:run=1"	OnDeath:triggerId:at2_deadTrooper					1
heroic_echo_snowtrooper	at2_snowTrooper_04	at2_spawnTroopers_1		1156.949	55	1200.8594	-178		"string:patrol_path=at2_snowtrooper4_path1,int:run=1"	OnDeath:triggerId:at2_deadTrooper					1
heroic_echo_snowtrooper	at2_snowTrooper_05	at2_spawnTroopers_1		1156.949	55	1200.8594	-178		"string:patrol_path=at2_snowtrooper5_path1,int:run=1"	OnDeath:triggerId:at2_deadTrooper					1
clientfx:lambda_shuttle_touch_and_go_2.prt:forced_visability-300		at2_spawnForce_2		1128.7402	55	1000.6289	-90								
delayAction:at2_spawnTroopers_2:8		at2_spawnForce_2													
heroic_echo_snowtrooper	at2_snowTrooper_01	at2_spawnTroopers_2		1128.7402	55	1000.6289	-178		"string:patrol_path=at2_snowtrooper1_path1,int:run=1"	OnDeath:triggerId:at2_deadTrooper					1
heroic_echo_snowtrooper	at2_snowTrooper_02	at2_spawnTroopers_2		1128.7402	55	1000.6289	-178		"string:patrol_path=at2_snowtrooper2_path1,int:run=1"	OnDeath:triggerId:at2_deadTrooper					1
heroic_echo_snowtrooper	at2_snowTrooper_03	at2_spawnTroopers_2		1128.7402	55	1000.6289	-178		"string:patrol_path=at2_snowtrooper3_path1,int:run=1"	OnDeath:triggerId:at2_deadTrooper					1
heroic_echo_snowtrooper	at2_snowTrooper_04	at2_spawnTroopers_2		1128.7402	55	1000.6289	-178		"string:patrol_path=at2_snowtrooper4_path1,int:run=1"	OnDeath:triggerId:at2_deadTrooper					1
heroic_echo_snowtrooper	at2_snowTrooper_05	at2_spawnTroopers_2		1128.7402	55	1000.6289	-178		"string:patrol_path=at2_snowtrooper5_path1,int:run=1"	OnDeath:triggerId:at2_deadTrooper					1
clientfx:lambda_shuttle_touch_and_go_2.prt:forced_visability-300		at2_spawnForce_3		1074.1162	55	800.90234	-90								
delayAction:at2_spawnTroopers_3:8		at2_spawnForce_3													
heroic_echo_snowtrooper	at2_snowTrooper_01	at2_spawnTroopers_3		1074.1162	55	800.90234	-178		"string:patrol_path=at2_snowtrooper1_path2,int:run=1"	OnDeath:triggerId:at2_deadTrooper					1
heroic_echo_snowtrooper	at2_snowTrooper_02	at2_spawnTroopers_3		1074.1162	55	800.90234	-178		"string:patrol_path=at2_snowtrooper2_path2,int:run=1"	OnDeath:triggerId:at2_deadTrooper					1
heroic_echo_snowtrooper	at2_snowTrooper_03	at2_spawnTroopers_3		1074.1162	55	800.90234	-178		"string:patrol_path=at2_snowtrooper3_path2,int:run=1"	OnDeath:triggerId:at2_deadTrooper					1
heroic_echo_snowtrooper	at2_snowTrooper_04	at2_spawnTroopers_3		1074.1162	55	800.90234	-178		"string:patrol_path=at2_snowtrooper4_path2,int:run=1"	OnDeath:triggerId:at2_deadTrooper					1
heroic_echo_snowtrooper	at2_snowTrooper_05	at2_spawnTroopers_3		1074.1162	55	800.90234	-178		"string:patrol_path=at2_snowtrooper5_path2,int:run=1"	OnDeath:triggerId:at2_deadTrooper					1
clientfx:lambda_shuttle_touch_and_go_2.prt:forced_visability-300		at2_spawnForce_4		979.0144	55	600.145	-90								
delayAction:at2_spawnTroopers_4:8		at2_spawnForce_4													
heroic_echo_snowtrooper	at2_snowTrooper_01	at2_spawnTroopers_4		979.0144	55	600.145	-178		"string:patrol_path=at2_snowtrooper1_path2,int:run=1"	OnDeath:triggerId:at2_deadTrooper					1
heroic_echo_snowtrooper	at2_snowTrooper_02	at2_spawnTroopers_4		979.0144	55	600.145	-178		"string:patrol_path=at2_snowtrooper2_path2,int:run=1"	OnDeath:triggerId:at2_deadTrooper					1
heroic_echo_snowtrooper	at2_snowTrooper_03	at2_spawnTroopers_4		979.0144	55	600.145	-178		"string:patrol_path=at2_snowtrooper3_path2,int:run=1"	OnDeath:triggerId:at2_deadTrooper					1
