entry_type	type	schematic_name	schematic_description	crafting_script	items_per_container	crafting_type	slots	xp_type	volume	crafted_object_template	crafted_object_template_hash	complexity	xp	hit_points_low	hit_points_high	min_damage_low	min_damage_high	max_damage_low	max_damage_high	accuracy_low	accuracy_high	damage_type	elemental_type	elemental_value_low	elemental_value_high	attack_speed_low	attack_speed_high	wound_chance_low	wound_chance_high	special_attack_cost_low	special_attack_cost_high	min_range_distance	max_range_distance	slot_type	slot_optional	slot_name	slot_ingredient_name	slot_ingredient_count	slot_appearance	exports_to	gasQuality_min_low	gasQuality_min_high	gasQuality_max_low	gasQuality_max_high	coreLevel_min	coreLevel_max	powerBit_type_min	powerBit_type_max	powerBit_min	powerBit_max	coreQuality_min_low	coreQuality_min_high	coreQuality_max_low	coreQuality_max_high	componentBonus_min_low	componentBonus_min_high	componentBonus_max_low	componentBonus_max_high	meleeComponentQuality_min_low	meleeComponentQuality_min_high	meleeComponentQuality_max_low	meleeComponentQuality_max_high	appearanceBonus_min_low	appearanceBonus_min_high	appearanceBonus_max_low	appearanceBonus_max_high
slot																																		template	0	vibration_generator	object/tangible/component/weapon/vibro_unit_base.iff	1																												
slot																																		template	0	weapon_core	object/tangible/component/weapon/core/weapon_core_melee_base.iff	1																												
weapon	melee	weapon_appearance_lance_nightsister		systems.crafting.weapon.core.crafting_new_weapon_final	0	weapon	6	weapon_crafting		object/weapon/melee/polearm/lance_nightsister.iff	object/weapon/melee/polearm/lance_nightsister.iff	40	450	800	1100	0	0	0	0	0	0	energy	electric	-1	-1	melee	melee	1	1	100	100		4							sys.server/compiled/game/object/draft_schematic/weapon/appearance/																							0	42	0	30
slot																																		resource	0	lance_shaft	steel_quadranium	60																												
slot																																		resource	0	vibro_unit_and_power_cell_brackets	copper_polysteel	30																												
slot																																		resource	0	grip	petrochem_inert_polymer	15																												
slot																																		template	0	vibration_generator	object/tangible/component/weapon/vibro_unit_base.iff	1																												
slot																																		template	0	vibration_generator_advanced	object/tangible/component/weapon/vibro_unit_nightsister.iff	1																												
slot																																		template	0	weapon_core	object/tangible/component/weapon/core/weapon_core_melee_base.iff	1																												
weapon	melee	weapon_appearance_lance_vibro		systems.crafting.weapon.core.crafting_new_weapon_final	25	weapon	5	weapon_crafting		object/weapon/melee/polearm/lance_vibrolance.iff	object/weapon/melee/polearm/lance_vibrolance.iff	40	120	800	1100	0	0	0	0	0	0	energy	none	-1	-1	melee	melee	1	1	100	100		4							sys.server/compiled/game/object/draft_schematic/weapon/appearance/																							0	42	0	30
slot																																		resource	0	lance_shaft	steel_ditanium	38																												
slot																																		resource	0	vibro_unit_and_power_cell_brackets	copper_polysteel	17																												
slot																																		resource	0	grip	metal	6																												
slot																																		template	0	vibration_generator	object/tangible/component/weapon/vibro_unit_base.iff	1																												
slot																																		template	0	weapon_core	object/tangible/component/weapon/core/weapon_core_melee_base.iff	1																												
weapon	melee	weapon_appearance_lance_vibro_controller_fp		systems.crafting.weapon.core.crafting_new_weapon_final	25	weapon	5	weapon_crafting		object/weapon/melee/polearm/lance_controllerfp.iff	object/weapon/melee/polearm/lance_controllerfp.iff	40	120	800	1100	0	0	0	0	0	0	energy	none	-1	-1	melee	melee	1	1	100	100		4							sys.server/compiled/game/object/draft_schematic/weapon/appearance/																							0	42	0	30
slot																																		resource	0	staff_shaft	metal	27																												
slot																																		resource	0	vibro_unit_and_power_cell_brackets	metal_ferrous	17																												
slot																																		resource	0	grip	petrochem_inert	10																												
slot																																		template	0	vibration_generator	object/tangible/component/weapon/vibro_unit_base.iff	1																												
slot																																		template	0	weapon_core	object/tangible/component/weapon/core/weapon_core_melee_base.iff	1																												
weapon	melee	weapon_appearance_lance_vibro_nightsister		systems.crafting.weapon.core.crafting_new_weapon_final	0	weapon	6	weapon_crafting		object/weapon/melee/polearm/lance_controllerfp_nightsister.iff	object/weapon/melee/polearm/lance_controllerfp_nightsister.iff	40	450	800	1100	0	0	0	0	0	0	energy	none	-1	-1	melee	melee	1	1	100	100		4							sys.server/compiled/game/object/draft_schematic/weapon/appearance/																							0	42	0	30
slot																																		resource	0	staff_shaft	metal	35																												
slot																																		resource	0	vibro_unit_and_power_cell_brackets	metal_ferrous	25																												
slot																																		resource	0	grip	petrochem_inert	7																												
slot																																		template	0	vibration_generator	object/tangible/component/weapon/vibro_unit_base.iff	1																												
slot																																		template	0	power_circuits	object/tangible/component/item/electronic_control_unit.iff	1																												
slot																																		template	0	weapon_core	object/tangible/component/weapon/core/weapon_core_melee_base.iff	1																												
weapon	melee	weapon_appearance_maul		systems.crafting.weapon.core.crafting_new_weapon_final	25	weapon	5	weapon_crafting		object/weapon/melee/2h_sword/2h_sword_maul.iff	object/weapon/melee/2h_sword/2h_sword_maul.iff	40	120	800	1100	0	0	0	0	0	0	kinetic	none	-1	-1	melee	melee	1	1	100	100		4							sys.server/compiled/game/object/draft_schematic/weapon/appearance/																							0	42	0	20
slot																																		resource	0	grip_unit	metal	40																												
slot																																		resource	0	reactive_striking_surface	iron_kammris	75																												
slot																																		resource	0	power_cell_brackets	copper	24																												
slot																																		template	0	vibration_generator	object/tangible/component/weapon/vibro_unit_base.iff	1																												
slot																																		template	0	weapon_core	object/tangible/component/weapon/core/weapon_core_melee_base.iff	1																												
weapon	melee	weapon_appearance_quest_maul		systems.crafting.weapon.core.crafting_new_weapon_final	0	weapon	4	weapon_crafting		object/weapon/melee/2h_sword/quest_2h_sword_maul.iff	object/weapon/melee/2h_sword/quest_2h_sword_maul.iff	40	450	800	1100	0	0	0	0	0	0	kinetic	none	-1	-1	melee	melee	1	1	100	100		4							sys.server/compiled/game/object/draft_schematic/weapon/appearance/																							0	50	0	40
slot																																		resource	0	grip_unit	metal	40																												
slot																																		resource	0	reactive_striking_surface	iron_kammris	75																												
slot																																		resource	0	power_cell_brackets	copper	24																												
slot																																		template	0	weapon_core	object/tangible/component/weapon/core/weapon_core_melee_base.iff	1																												
weapon	pistol	weapon_appearance_pistol_blaster_cdef		systems.crafting.weapon.core.crafting_new_weapon_final	25	weapon	7	weapon_crafting		object/weapon/ranged/pistol/pistol_cdef.iff	object/weapon/ranged/pistol/pistol_cdef.iff	16	120	800	1100	0	0	0	0	0	0	energy	none	-1	-1	pistol	pistol	1	1	100	100		35							sys.server/compiled/game/object/draft_schematic/weapon/appearance/																							0	42	0	20
slot																																		resource	0	frame_assembly	metal	85																												
slot																																		resource	0	receiver_assembly	metal	40																												
slot																																		resource	0	grip_assembly	chemical	28																												
slot																																		template	0	barrel_pistol_blaster	object/tangible/component/weapon/blaster_pistol_barrel_base.iff	1	muzzle																											
slot																																		template	0	weapon_core	object/tangible/component/weapon/core/weapon_core_ranged_base.iff	1																												
slot																																		template	1	scope	object/tangible/component/weapon/scope_weapon_base.iff	1	scope																											
slot																																		template	1	stock	object/tangible/component/weapon/stock_base.iff	1	stock																											
weapon	pistol	weapon_appearance_pistol_blaster_cdef_corsec		systems.crafting.weapon.core.crafting_new_weapon_final	0	weapon	7	weapon_crafting		object/weapon/ranged/pistol/pistol_cdef_corsec.iff	object/weapon/ranged/pistol/pistol_cdef_corsec.iff	40	450	800	1100	0	0	0	0	0	0	energy	none	-1	-1	pistol	pistol	1	1	100	100		35							sys.server/compiled/game/object/draft_schematic/weapon/appearance/																							0	42	0	20
slot																																		resource	0	frame_assembly	metal_ferrous	85																												
slot																																		resource	0	receiver_assembly	metal	40																												
slot																																		resource	0	grip_assembly	chemical	28																												
slot																																		template	0	barrel_pistol_blaster	object/tangible/component/weapon/blaster_pistol_barrel_base.iff	1	muzzle																											
slot																																		template	0	weapon_core	object/tangible/component/weapon/core/weapon_core_ranged_base.iff	1																												
