Object Template Name	Male Human	Female Human	Male Rodian	Female Rodian	Male MonCal	Female MonCal	Male Wookiee	Female Wookiee	Male Twi'lek	Female Twi'lek	Male Trandoshan	Female Trandoshan	Male Zabrak	Female Zabrak	Male Bothan	Female Bothan	Male Ithorian	Female Ithorian	Male Sullustan	Female Sullustan
shared_armor_marauder_s02_bicep_r	appearance/armor_marauder_s02_bicep_r_m.sat	appearance/armor_marauder_s02_bicep_r_f.sat	:default	:default	:default	:default	:block	:block	:default	:default	:default	:default	:default	:default	:default	:default	:block	:block	:default	:default
shared_armor_marauder_s02_boots	appearance/armor_marauder_s02_boots_m.sat	appearance/armor_marauder_s02_boots_f.sat	:default	:default	:default	:default	:block	:block	:default	:default	:hide	:hide	:default	:default	:default	:default	:block	:block	:default	:default
shared_armor_marauder_s02_bracer_l	appearance/armor_marauder_s02_bracer_l_m.sat	appearance/armor_marauder_s02_bracer_l_f.sat	:default	:default	:default	:default	:block	:block	:default	:default	:default	:default	:default	:default	:default	:default	:block	:block	:default	:default
shared_armor_marauder_s02_bracer_r	appearance/armor_marauder_s02_bracer_r_m.sat	appearance/armor_marauder_s02_bracer_r_f.sat	:default	:default	:default	:default	:block	:block	:default	:default	:default	:default	:default	:default	:default	:default	:block	:block	:default	:default
shared_armor_marauder_s02_chest_plate	appearance/armor_marauder_s02_chest_plate_m.sat	appearance/armor_marauder_s02_chest_plate_f.sat	:default	:default	:default	:default	:block	:block	:default	:default	:default	:default	:default	:default	:default	:default	:block	:block	:default	:default
shared_armor_marauder_s02_chest_plate_quest	appearance/armor_marauder_s02_chest_plate_m.sat	appearance/armor_marauder_s02_chest_plate_f.sat	:default	:default	:default	:default	:block	:block	:default	:default	:default	:default	:default	:default	:default	:default	:block	:block	:default	:default
shared_armor_marauder_s02_gloves	appearance/armor_marauder_s02_gloves_m.sat	appearance/armor_marauder_s02_gloves_f.sat	:default	:default	:default	:default	:block	:block	:default	:default	:hide	:hide	:default	:default	:default	:default	:block	:block	:default	:default
shared_armor_marauder_s02_helmet	appearance/armor_marauder_s02_helmet_m.sat	appearance/armor_marauder_s02_helmet_f.sat	appearance/armor_marauder_s02_helmet_rod_m.sat	appearance/armor_marauder_s02_helmet_rod_f.sat	appearance/armor_marauder_s02_helmet_mon_m.sat	appearance/armor_marauder_s02_helmet_mon_f.sat	:block	:block	appearance/armor_marauder_s02_helmet_twk_m.sat	appearance/armor_marauder_s02_helmet_twk_f.sat	appearance/armor_marauder_s02_helmet_trn_m.sat	appearance/armor_marauder_s02_helmet_trn_f.sat	:default	:default	appearance/armor_marauder_s02_helmet_bth_m.sat	appearance/armor_marauder_s02_helmet_bth_f.sat	:block	:block	appearance/armor_marauder_s02_helmet_sul_m.sat	appearance/armor_marauder_s02_helmet_sul_f.sat
shared_armor_marauder_s02_leggings	appearance/armor_marauder_s02_leggings_m.sat	appearance/armor_marauder_s02_leggings_f.sat	:default	:default	:default	:default	:block	:block	:default	:default	:default	:default	:default	:default	:default	:default	:block	:block	:default	:default
shared_armor_marauder_s03_bandolier_double	appearance/armor_marauder_s03_bandolier_double_m.sat	appearance/armor_marauder_s03_bandolier_double_f.sat	:default	:default	:default	:default	:block	:block	:default	:default	:default	:default	:default	:default	:default	:default	:block	:block	:default	:default
shared_armor_marauder_s03_bicep_l	appearance/armor_marauder_s03_bicep_l_m.sat	appearance/armor_marauder_s03_bicep_l_f.sat	:default	:default	:default	:default	:block	:block	:default	:default	:default	:default	:default	:default	:default	:default	:block	:block	:default	:default
shared_armor_marauder_s03_bicep_r	appearance/armor_marauder_s03_bicep_r_m.sat	appearance/armor_marauder_s03_bicep_r_f.sat	:default	:default	:default	:default	:block	:block	:default	:default	:default	:default	:default	:default	:default	:default	:block	:block	:default	:default
shared_armor_marauder_s03_boots	appearance/armor_marauder_s03_boots_m.sat	appearance/armor_marauder_s03_boots_f.sat	:default	:default	:default	:default	:block	:block	:default	:default	:hide	:hide	:default	:default	:default	:default	:block	:block	:default	:default
shared_armor_marauder_s03_bracer_l	appearance/armor_marauder_s03_bracer_l_m.sat	appearance/armor_marauder_s03_bracer_l_f.sat	:default	:default	:default	:default	:block	:block	:default	:default	:default	:default	:default	:default	:default	:default	:block	:block	:default	:default
shared_armor_marauder_s03_bracer_r	appearance/armor_marauder_s03_bracer_r_m.sat	appearance/armor_marauder_s03_bracer_r_f.sat	:default	:default	:default	:default	:block	:block	:default	:default	:default	:default	:default	:default	:default	:default	:block	:block	:default	:default
shared_armor_marauder_s03_cape	appearance/armor_marauder_s03_cape_m.sat	appearance/armor_marauder_s03_cape_f.sat	:default	:default	:default	:default	:block	:block	:default	:default	:default	:default	:default	:default	:default	:default	:block	:block	:default	:default
shared_armor_marauder_s03_chest_plate	appearance/armor_marauder_s03_chest_plate_m.sat	appearance/armor_marauder_s03_chest_plate_f.sat	:default	:default	:default	:default	:block	:block	:default	:default	:default	:default	:default	:default	:default	:default	:block	:block	:default	:default
shared_armor_marauder_s03_gloves	appearance/armor_marauder_s03_gloves_m.sat	appearance/armor_marauder_s03_gloves_f.sat	:default	:default	:default	:default	:block	:block	:default	:default	:hide	:hide	:default	:default	:default	:default	:block	:block	:default	:default
shared_armor_marauder_s03_helmet	appearance/armor_marauder_s03_helmet_m.sat	appearance/armor_marauder_s03_helmet_f.sat	appearance/armor_marauder_s03_helmet_rod_m.sat	appearance/armor_marauder_s03_helmet_rod_f.sat	appearance/armor_marauder_s03_helmet_mon_m.sat	appearance/armor_marauder_s03_helmet_mon_f.sat	:block	:block	appearance/armor_marauder_s03_helmet_twk_m.sat	appearance/armor_marauder_s03_helmet_twk_f.sat	appearance/armor_marauder_s03_helmet_trn_m.sat	appearance/armor_marauder_s03_helmet_trn_f.sat	:default	:default	appearance/armor_marauder_s03_helmet_bth_m.sat	appearance/armor_marauder_s03_helmet_bth_f.sat	:block	:block	appearance/armor_marauder_s03_helmet_sul_m.sat	appearance/armor_marauder_s03_helmet_sul_f.sat
shared_armor_marauder_s03_leggings	appearance/armor_marauder_s03_leggings_m.sat	appearance/armor_marauder_s03_leggings_f.sat	:default	:default	:default	:default	:block	:block	:default	:default	:default	:default	:default	:default	:default	:default	:block	:block	:default	:default
shared_armor_marauder_s04_bicep_l	appearance/armor_marauder_s04_bicep_l_m.sat	appearance/armor_marauder_s04_bicep_l_f.sat	:default	:default	:default	:default	:block	:block	:default	:default	:default	:default	:default	:default	:default	:default	:block	:block	:default	:default
shared_armor_marauder_s04_bicep_r	appearance/armor_marauder_s04_bicep_r_m.sat	appearance/armor_marauder_s04_bicep_r_f.sat	:default	:default	:default	:default	:block	:block	:default	:default	:default	:default	:default	:default	:default	:default	:block	:block	:default	:default
shared_armor_marauder_s04_boots	appearance/armor_marauder_s04_boots_m.sat	appearance/armor_marauder_s04_boots_f.sat	:default	:default	:default	:default	:block	:block	:default	:default	:block	:block	:default	:default	:default	:default	:block	:block	:default	:default
shared_armor_marauder_s04_bracer_l	appearance/armor_marauder_s04_bracer_l_m.sat	appearance/armor_marauder_s04_bracer_l_f.sat	:default	:default	:default	:default	:block	:block	:default	:default	:default	:default	:default	:default	:default	:default	:block	:block	:default	:default
shared_armor_marauder_s04_bracer_r	appearance/armor_marauder_s04_bracer_r_m.sat	appearance/armor_marauder_s04_bracer_r_f.sat	:default	:default	:default	:default	:block	:block	:default	:default	:default	:default	:default	:default	:default	:default	:block	:block	:default	:default
shared_armor_marauder_s04_chest_plate	appearance/armor_marauder_s04_chest_plate_m.sat	appearance/armor_marauder_s04_chest_plate_f.sat	:default	:default	:default	:default	:block	:block	:default	:default	:default	:default	:default	:default	:default	:default	:block	:block	:default	:default
shared_armor_marauder_s04_helmet	appearance/armor_marauder_s04_helmet_m.sat	appearance/armor_marauder_s04_helmet_f.sat	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:default	:default	:block	:block	:block	:block	:block	:block
shared_armor_marauder_s04_leggings	appearance/armor_marauder_s04_leggings_m.sat	appearance/armor_marauder_s04_leggings_f.sat	:default	:default	:default	:default	:block	:block	:default	:default	:default	:default	:default	:default	:default	:default	:block	:block	:default	:default
shared_armor_marauder_s05_bracer_l	appearance/armor_marauder_s05_bracer_l_m.sat	appearance/armor_marauder_s05_bracer_l_f.sat	:default	:default	:default	:default	:block	:block	:default	:default	:default	:default	:default	:default	:default	:default	:block	:block	:default	:default
shared_armor_marauder_s05_bracer_r	appearance/armor_marauder_s05_bracer_r_m.sat	appearance/armor_marauder_s05_bracer_r_f.sat	:default	:default	:default	:default	:block	:block	:default	:default	:default	:default	:default	:default	:default	:default	:block	:block	:default	:default
shared_armor_marauder_s05_chest_plate	appearance/armor_marauder_s05_chest_plate_m.sat	appearance/armor_marauder_s05_chest_plate_f.sat	:default	:default	:default	:default	:block	:block	:default	:default	:default	:default	:default	:default	:default	:default	:block	:block	:default	:default
shared_armor_marauder_s05_helmet	appearance/armor_marauder_s05_helmet_m.sat	appearance/armor_marauder_s05_helmet_f.sat	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:default	:default	:block	:block	:block	:block	:block	:block
shared_armor_marauder_s06_bicep_l	appearance/armor_marauder_s06_bicep_l_m.sat	appearance/armor_marauder_s06_bicep_l_f.sat	:default	:default	:default	:default	:block	:block	:default	:default	:default	:default	:default	:default	:default	:default	:block	:block	:default	:default
shared_armor_marauder_s06_bicep_r	appearance/armor_marauder_s06_bicep_r_m.sat	appearance/armor_marauder_s06_bicep_r_f.sat	:default	:default	:default	:default	:block	:block	:default	:default	:default	:default	:default	:default	:default	:default	:block	:block	:default	:default
shared_armor_marauder_s06_bracer_l	appearance/armor_marauder_s06_bracer_l_m.sat	appearance/armor_marauder_s06_bracer_l_f.sat	:default	:default	:default	:default	:block	:block	:default	:default	:default	:default	:default	:default	:default	:default	:block	:block	:default	:default
shared_armor_marauder_s06_bracer_r	appearance/armor_marauder_s06_bracer_r_m.sat	appearance/armor_marauder_s06_bracer_r_f.sat	:default	:default	:default	:default	:block	:block	:default	:default	:default	:default	:default	:default	:default	:default	:block	:block	:default	:default
shared_armor_marauder_s06_chest_plate	appearance/armor_marauder_s06_chest_plate_m.sat	appearance/armor_marauder_s06_chest_plate_f.sat	:default	:default	:default	:default	:block	:block	:default	:default	:default	:default	:default	:default	:default	:default	:block	:block	:default	:default
shared_armor_marauder_s06_helmet	appearance/armor_marauder_s06_helmet_m.sat	appearance/armor_marauder_s06_helmet_f.sat	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:default	:default	:block	:block	:block	:block	:block	:block
shared_armor_marauder_s06_leggings	appearance/armor_marauder_s06_leggings_m.sat	appearance/armor_marauder_s06_leggings_f.sat	:default	:default	:default	:default	:block	:block	:default	:default	:default	:default	:default	:default	:default	:default	:block	:block	:default	:default
shared_armor_marine_backpack	appearance/armor_marine_backpack_m.sat	appearance/armor_marine_backpack_f.sat	:default	:default	:default	:default	:block	:block	:default	:default	:default	:default	:default	:default	:default	:default	:block	:block	:default	:default
shared_armor_marine_bicep_l	appearance/armor_marine_bicep_l_m.sat	appearance/armor_marine_bicep_l_f.sat	:default	:default	:default	:default	:hide	:hide	:default	:default	:default	:default	:default	:default	:default	:default	:block	:block	:default	:default
shared_armor_marine_bicep_r	appearance/armor_marine_bicep_r_m.sat	appearance/armor_marine_bicep_r_f.sat	:default	:default	:default	:default	:hide	:hide	:default	:default	:default	:default	:default	:default	:default	:default	:block	:block	:default	:default
shared_armor_marine_bracer_l	appearance/armor_marine_bracer_l_m.sat	appearance/armor_marine_bracer_l_f.sat	:default	:default	:default	:default	:hide	:hide	:default	:default	:default	:default	:default	:default	:default	:default	:block	:block	:default	:default
shared_armor_marine_bracer_r	appearance/armor_marine_bracer_r_m.sat	appearance/armor_marine_bracer_r_f.sat	:default	:default	:default	:default	:hide	:hide	:default	:default	:default	:default	:default	:default	:default	:default	:block	:block	:default	:default
shared_armor_marine_boots	appearance/armor_marine_boots_m.sat	appearance/armor_marine_boots_f.sat	:default	:default	:default	:default	:hide	:hide	:default	:default	:hide	:hide	:default	:default	:default	:default	:block	:block	:default	:default
shared_armor_marine_chest_plate	appearance/armor_marine_chest_plate_m.sat	appearance/armor_marine_chest_plate_f.sat	:default	:default	:default	:default	:hide	:hide	:default	:default	:default	:default	:default	:default	:default	:default	:block	:block	:default	:default
shared_armor_marine_chest_plate_rebel	appearance/armor_marine_chest_plate_rebel_m.sat	appearance/armor_marine_chest_plate_rebel_f.sat	:default	:default	:default	:default	:hide	:hide	:default	:default	:default	:default	:default	:default	:default	:default	:block	:block	:default	:default
shared_armor_marine_helmet	appearance/armor_marine_helmet_m.sat	appearance/armor_marine_helmet_f.sat	appearance/armor_marine_s01_helmet_rod_m.sat	appearance/armor_marine_s01_helmet_rod_f.sat	appearance/armor_marine_s01_helmet_mon_m.sat	appearance/armor_marine_s01_helmet_mon_f.sat	:hide	:hide	appearance/armor_marine_s01_helmet_twk_m.sat	appearance/armor_marine_s01_helmet_twk_f.sat	appearance/armor_marine_s01_helmet_trn_m.sat	appearance/armor_marine_s01_helmet_trn_f.sat	:default	:default	appearance/armor_marine_s01_helmet_bth_m.sat	appearance/armor_marine_s01_helmet_bth_f.sat	:block	:block	appearance/armor_marine_s01_helmet_sul_m.sat	appearance/armor_marine_s01_helmet_sul_f.sat
shared_armor_marine_gloves	appearance/armor_marine_s01_gloves_m.sat	appearance/armor_marine_s01_gloves_f.sat	:default	:default	:default	:default	:hide	:hide	:default	:default	:block	:block	:default	:default	:default	:default	:block	:block	:default	:default
shared_armor_marine_leggings	appearance/armor_marine_leggings_m.sat	appearance/armor_marine_leggings_f.sat	:default	:default	:default	:default	:hide	:hide	:default	:default	:default	:default	:default	:default	:default	:default	:block	:block	:default	:default
shared_armor_metal_s01_bicep_l	appearance/armor_metal_s01_bicep_l_m.sat	appearance/armor_metal_s01_bicep_l_f.sat	:default	:default	:default	:default	:block	:block	:default	:default	:default	:default	:default	:default	:default	:default	:block	:block	:default	:default
