0x00070bcf	spacequest/destroy/npe_hard_main_1
0xbca84881	quest/ep3_clone_relics_boba_fett_7
0xbce0ea45	quest/prof_force_sensitive_11
0xbd222520	quest/borvo_ex_partner
0xbd2eb852	spacequest/space_battle/no_rank4_nova_03_02
0xbd31eb10	spacequest/recovery_duty/viopa_rebel_7
0xbd45c2c1	quest/ep3_myyydril_pers_retrieve_4
0xbd6860be	quest/som_exploration_volcano
0xbd6a258e	spacequest/destroy_surpriseattack/npe_training_1a
0xbd7529d9	quest/ep3_hunt_manfred_kill_chiss_leader
0xbd87bb47	quest/u16_nym_themepark_return_phor_03
0xbde79457	spacequest/patrol/nova_orion_rank1_02
0xbe06e1c2	quest/ep3_myyydril_isdan_retrieve_5
0xbe0a81c6	quest/u16_nym_themepark_pirate_prisoner_rescue_retry_02
0xbe0ed986	spacequest/assassinate/naboo_privateer_tier2_1b
0xbe1fdcb0	spacequest/patrol/npe_training_1
0xbe3d1d2a	quest/outbreak_quest_rescue_01_success
0xbe4fcfb5	quest/emp_day_imperial
0xbe6470bd	quest/npe_side_crafting1
0xbe65f77f	quest/outbreak_quest_rescue_010
0xbe6f1701	quest/prof_commando_11_5
0xbe71b43d	spacequest/delivery/nova_orion_rank1_01
0xbe92bd67	quest/npe_han_comm_brawler_done
0xbe9fa125	spacequest/inspect/tatooine_privateer_tier3_2_a
0xbeaa7100	quest/outbreak_quest_final_neutral
0xbeb649b9	quest/event_gcwcheerleader_cmimp4
0xbeca0aac	spacequest/recovery/orion_rank3_01
0xbed4d270	spacequest/destroy_surpriseattack/poi_tatooine_generic_1_a
0xbed6b9c8	quest/found_tusken_encounter
0xbee0cea1	quest/gendra_speeder
0xbee36b41	quest/mtp_map_quest_dathomir_01
0xbeed4663	spacequest/assassinate/corellia_privateer_tier4_3b
0xbefe07cb	quest/c_newbie_quest2
0xbf136446	quest/corellia_droid_bunker_lost_patrol
0xbf581224	spacequest/escort/tatooine_imperial_tier3_3_a
0xbf61f73b	quest/mtp_find_infiltrator_2
0xbf8d3c53	quest/ep3_rodian_hunter_3
0xbfad31b2	spacequest/assassinate/no_rank5_02_03
0xbfc68a6e	spacequest/delivery/corellia_privateer_tier3_2_b
0xbfcda477	quest/npe_job_pointer_han
0xbfec9f5f	spacequest/destroy/npe_med_main_4
0xc03e9ea6	quest/tatooine_knives_fencing_reward
0xc040169e	quest/mtp_map_quest_lok_01
0xc05bc8ca	quest/npe_pointer_entertainer_template
0xc05f0e6d	quest/c_smuggler_han_link
0xc069a44a	quest/ep3_kachirho_missing_son
0xc08199c7	quest/ep3_clone_relics_hunter_qakkee_2
0xc0880b87	spacequest/inspect/stn_yavin4_company_all_tier2_1
0xc09f995c	spacequest/destroy_surpriseattack/npe_med_main_4b
0xc0ae5981	quest/outbreak_quest_administrative_building_rebel_04
0xc0b1c5b4	quest/npe_pilot_laetin2
0xc0dd529a	spacequest/escort/tatooine_privateer_tier2_4a
0xc0e5d5cd	spacequest/escort_duty/tatooine_imperial_tier4_escortduty_1
0xc0e91c1f	quest/tatooine_eisley_spice_of_death
0xc11fc8b1	spacequest/inspect/tatooine_imperial_tier3_2_b
0xc11fdf32	quest/som_story_arc_chapter_one_02
0xc13d2b7d	quest/talus_dearic_coa_deep_cover
0xc1556c42	quest/npe_brawler_1hand
0xc162be3b	spacequest/delivery/tatooine_rebel_tier4_2_a
0xc16f4138	quest/npe_pilot_easy_1
0xc1afd367	spacequest/destroy_surpriseattack/corellia_privateer_tier4_4c
0xc1ca2f58	quest/talus_nashal_rescue_operation
0xc1cc94b4	quest/coronet_murmurs_initialize_login_goto
0xc1cdbb04	quest/quest_u10_01_side
0xc1d3e2c8	quest/mtp_hideout_instance_kill_all_droids_success
0xc2232a5c	quest/smuggle_illicit_5
0xc234013c	spacequest/inspect/yavin_rebel_14
0xc28213f2	quest/naboo_24_gungan_power_grab_03
0xc28531bc	quest/corellia_38_corsec_files_03
0xc28b57c8	spacequest/destroy/restuss_imperial_destroy_2
0xc28bb84d	spacequest/destroy_surpriseattack/corellia_station_mission5a_2
0xc2e84b3a	quest/jabba_bib_fortuna
0xc2f7d20a	quest/restuss_rebel_st3_comm_array
0xc315dcb5	spacequest/destroy/naboo_privateer_tier3_2b
0xc31be4ba	quest/naboo_theed_goto_toff
0xc33094b0	spacequest/recovery/naboo_imperial_tier3_1_a
0xc375895a	quest/ep3_hunt_loot_silkthrower_killed
0xc3763d38	spacequest/inspect/tatooine_imperial_tier3_1_b
0xc37c2654	quest/outbreak_quest_facility_02_imperial
0xc3967ec6	quest/lf_safety3
0xc3a983a8	quest/recovery_quest_imperial_07
0xc3c61975	quest/som_kenobi_historian_1
0xc3d4f9a8	spacequest/recovery_duty/ep3_indie_slavers_recovery
0xc3e06144	spacequest/destroy_duty/dathomir_rebel_tier5
0xc3e75e37	quest/legacy_button_jawatracks_reb_pt3
0xc3fa7d6c	quest/yavin_meganjobs_lostworker
0xc4408470	quest/ep3_clone_relics_hunter_qakkee_3
0xc46f4436	quest/outbreak_quest_administrative_building_rebel_05
0xc470d803	quest/npe_pilot_laetin3
0xc538004e	quest/u16_nym_themepark_smuggler_01
0xc53f30b2	quest/restuss_imperial_st3_destroy_elite
0xc54457fd	quest/gcw_spy_scout_patrol
0xc5449b92	spacequest/patrol/naboo_imperial_1
0xc548691d	spacequest/patrol/npe_easy_main_4c
0xc582a1a0	spacequest/rescue/stn_dantooine_owner_all_repairmission_tier2_6
0xc59b2a05	spacequest/destroy_surpriseattack/corellia_imperial_tier3_4g
0xc5b0101c	quest/u16_nym_themepark_shuttle_ambush
0xc5cc23a3	spacequest/inspect/tatooine_imperial_tier3_4_b
0xc5daff65	quest/outbreak_switch_to_rebel
0xc5dec285	quest/som_story_arc_chapter_one_03
0xc61e27da	quest/test_remote_encounter
0xc62d13a5	spacequest/space_battle/stn_yavin4_company_all_massassi_tier2_1
0xc638ec3c	quest/huff_darklighter_sennex
0xc6430e45	quest/naboo_24_gungan_power_grab_02
0xc6442c0b	quest/corellia_38_corsec_files_02
0xc64eb478	quest/npe_artisan_1
0xc656fcc4	quest/som_kenobi_hidden_treasure_1
0xc6578a2b	spacequest/rescue_duty/corellia_privateer_tier4_1
0xc66ca912	quest/c_darndroid2
0xc6a4059e	quest/purvis_recon_one
0xc6a6aad1	spacequest/delivery_no_pickup/tatooine_rebel_tier3_4_c
0xc6a94ed9	spacequest/recovery/ep3_trando_mssikss
0xc6a9fc89	quest/restuss_imperial_st3_comm_array_spy
0xc6d52561	spacequest/inspect/tatooine_privateer_tier3_2
0xc6e237eb	quest/smuggle_illicit_4
0xc6f51c8b	spacequest/inspect/yavin_rebel_15
0xc6f910ae	quest/borvo_acklay_leggings
0xc6fa0e62	quest/ep3_clone_relics_clone_trooper_mort_rebel
0xc7217cf3	spacequest/destroy_duty/dathomir_rebel_tier4
0xc7264380	quest/legacy_button_jawatracks_reb_pt2
0xc7310beb	quest/restuss_imperial_carbine_crafting_2
0xc73a6192	quest/npe_smuggler_home_pointer
0xc7414aa8	spacequest/destroy_duty/corellia_imperial_tier4_1
0xc741dd99	quest/corellia_droid_bunker_destroy_battle_droid
0xc7576371	quest/lf_safety2
0xc7591007	quest/loveday_disillusion_mr_hate
0xc7689e1f	quest/recovery_quest_imperial_06
0xc7978a1b	quest/crash_site_04_imp_structures
0xc7ad4805	quest/restuss_rebel_st3_ambush_1
0xc7b73b77	quest/u16_nym_themepark_mine_boss
0xc7c959f1	quest/camp_alpha_survivor_rescue
0xc7d00e94	quest/ep3_avatar_techhall08
0xc8324e9a	quest/npe_officer_comm
0xc8338056	quest/no_rank5_01_orion
0xc8456ae7	quest/outbreak_quest_facility_05_neutral
0xc8509b0a	spacequest/escort/tatooine_rebel_tier3_1_c
0xc8899670	quest/gcw_destroy_turret
0xc8c64249	quest/prof_spy_21
0xc8d80cdc	spacequest/destroy_surpriseattack/corellia_imperial_tier3_4d
0xc8db5a57	spacequest/recovery/naboo_imperial_tier3_2_c
0xc8e57ebb	quest/test_show_message_box
0xc8ed7a56	quest/npe_pilot_easy_3
0xc904d900	spacequest/patrol/npe_med_main_3c
0xc914c296	spacequest/survival/corellia_rebel_tier4_3_b
0xc9332b78	quest/ep3_avatar_self_destruct
0xc93389e4	quest/legacy_button_jawatracks_pt3
0xc97ce7d2	quest/npe_job_pointer_laetin
0xc98244a9	spacequest/space_battle/ep3_clone_relics_jedi_starfighter_5
0xc99a95e3	quest/ep3_rryatt_krepauk_defeat_exjedi
0xc9cf94c8	quest/newbie_gendra
0xca1445a8	quest/lf_safety1
0xca2bb8c6	quest/recovery_quest_imperial_05
0xca3071f5	spacequest/destroy_duty/dathomir_imperial_tier4
0xca3f4ec7	spacequest/destroy_duty/yavin_imperial_tier3
0xca61a1c5	quest/mtp_collection_tracking
0xca66bd30	quest/chapter7_give_comlink_reward
0xca722d32	quest/restuss_imperial_carbine_crafting_1
0xca9193df	quest/heroic_echo_rebel_generator
0xcab2214f	spacequest/delivery/no_rank2_02_01
0xcb00289c	quest/naboo_24_gungan_power_grab_01
0xcb070ad2	quest/corellia_38_corsec_files_01
0xcb08dd3a	quest/tatooine_espa_squill_diving
0xcb15da1d	quest/som_kenobi_hidden_treasure_2
0xcb2f8fcb	quest/c_darndroid1
0xcb35620c	spacequest/destroy/corellia_imperial_4
0xcb41443a	quest/mtp_camp_quest_corellia
0xcb659707	quest/coronet_sheelya_keys
0xcba5a3c7	quest/test_blood_sample
0xcbaf4193	spacequest/delivery_no_pickup/tatooine_imperial_tier3_1_d
0xcbd68bfe	quest/npe_prof_artisan1
0xcbf815f7	spacequest/escort/corellia_privateer_tier4_2b
0xcbfc30b3	spacequest/destroy_surpriseattack/corellia_privateer_1
0xcc1d7199	quest/gcw_construct_barricade
0xcc2c67e1	quest/npe_pilot_easy_2
0xcc35c9e9	quest/npe_pointer_trader_template
0xcc5cf9eb	quest/som_story_arc_chapter_one_01
0xcc983068	quest/ep3_neutral_sera_collect_wrhisch_liver
0xccc6a0fc	spacequest/patrol/naboo_imperial_3
0xcd0f76b6	quest/jabba_the_hutt_v2
0xcd0fba91	spacequest/inspect/naboo_rebel_tier3_2_d
0xcd23e021	quest/pointer_bib_fortuna
0xcd3626b6	spacequest/recovery/npe_med_main_2
0xcd3c4381	quest/typho_marine_two
0xcd43591e	spacequest/space_battle/ep3_clone_relics_jedi_starfighter_4
0xcd5a6d99	quest/quest_hero_of_tatooine_main
0xcd621231	quest/crash_site_02_imp_munitions
0xcd62ed92	quest/corellia_tyrena_goto_madison
0xcd8f8104	spacequest/space_battle/poi_tatooine_privateer_3_b
0xcd954583	quest/ep3_stren_jessk_bounty
0xcda511f1	quest/test_destroy_multiple_and_loot_region_social_group
0xcda85c27	spacequest/rescue/nova_intro_lok_01
0xcdc2bf1e	quest/ep3_clone_relics_hunter_qakkee_1
0xcdc4f3bd	spacequest/escort/stn_endor_irs_imp_tier3_1b
0xcdd1e501	spacequest/patrol/stn_yavin4_company_all_massassi_tier2_11
0xcddcbf85	spacequest/destroy_surpriseattack/npe_med_main_4a
0xcdea72e1	quest/test_grant_quest_complete
0xcdf29453	quest/legacy_button_jawatracks_pt2
0xce853fac	quest/som_kenobi_historian_2
0xceeaa571	quest/recovery_quest_imperial_04
0xcef16c42	spacequest/destroy_duty/dathomir_imperial_tier5
0xcf20dfb3	spacequest/escort/tatooine_rebel_tier3_3_b
0xcfc87111	spacequest/destroy/restuss_imperial_destroy_1
0xd0062efe	quest/npe_brawler_4a
0xd0151a4d	quest/legacy_button_valarian
0xd01f0c29	quest/emp_day_rebel
0xd031f951	spacequest/rescue/naboo_rebel_tier3_2_a
0xd06ccc76	quest/naboo_theed_hugo_rescue_skaak
0xd08176e9	spacequest/assassinate/ep3_hunting_ziven_vs_sordaans_freighter_02
0xd0adf574	quest/recovery_quest_imperial_03
0xd0b90375	spacequest/destroy_duty/yavin_imperial_tier5
0xd0f3c6d6	spacequest/rescue/naboo_rebel_tier4_3
0xd0fcb53a	spacequest/destroy_duty/naboo_privateer_6
0xd103afd9	spacequest/survival/corellia_imperial_tier3_4e
0xd1211f1d	spacequest/inspect/naboo_rebel_tier3_1_c
0xd1275c80	quest/smuggle_illicit_1
0xd12b06fd	quest/outbreak_quest_01_b_imperial
0xd12b54af	quest/som_jundak_hunt_15
0xd150bb96	quest/itp_vader_01
0xd16c49f8	spacequest/recovery/stn_yavin4_imp_imperial_tier2_1
0xd1b32fbe	spacequest/destroy/corellia_imperial_2
0xd1bca294	spacequest/destroy_surpriseattack/naboo_privateer_tier3_3e
0xd1da260f	quest/tatooine_eisley_drensjustice
0xd1e37084	quest/ac_repeater_loruna_enf_30_dnpc1_haadj_02
0xd2263d48	spacequest/assassinate/corellia_imperial_tier4_4_d
0xd2420c72	spacequest/escort/poi_tatooine_general2_1_a
0xd28735b5	quest/naboo_send_to_lt_jasper
0xd29cf0c4	quest/mtp_map_quest_corellia_02
0xd2eda140	quest/tatooine_tosche_goto_sorna
0xd33dea99	spacequest/space_battle/corellia_privateer_tier4_3c_lose
0xd34fe2cf	spacequest/inspect/stn_yavin4_company_all_opening_tier2_1
0xd362b3dc	spacequest/convoy/kashyyyk_mining_quest_11
0xd3ae911f	quest/npe_marksman_rifle_reward
0xd3f3a918	quest/naboo_deeja_peak_beacon_darkness
0xd41b14b8	quest/ep3_avatar_security_01
0xd42db991	spacequest/escort_duty/naboo_imperial_tier4_2
0xd4315103	spacequest/recovery_duty/vortex_mission_7
0xd464a687	quest/ep3_hunt_harroom_walluga_reward
0xd46ce8c3	quest/recovery_quest_imperial_02
0xd47031f9	quest/newbie_gendra_chance_cube
0xd4836177	quest/test_timer
0xd49a2303	spacequest/recovery/tatooine_imperial_tier3_1_a
0xd4ee91e9	spacequest/space_battle/ep3_clone_relics_queen_3
0xd5177b7c	spacequest/assassinate/ep3_kash_station_assassinate_neutral
0xd52b8430	quest/heroic_echo_rebel_phase_2
0xd586b8ea	spacequest/destroy/naboo_privateer_13
0xd59c9c49	spacequest/destroy_surpriseattack/poi_tatooine_privateer_2_a
0xd5b7f2b6	quest/c_sink_imp_v2
0xd64ff67f	quest/imperial_phase_1
0xd65006bb	spacequest/space_mining_destroy/kashyyyk_mining_quest_8
0xd67ead41	spacequest/space_battle/no_rank4_orion_02_03
0xd6aa2a53	quest/npe_pilot_easy_4
0xd6fd8c88	spacequest/escort_duty/corellia_privateer_tier4_1
0xd71e9be0	quest/star_destroyer_intro_imperial
0xd74021fc	quest/loveday_ewok_bundle_of_cards
0xd74bd25e	quest/event_gcwcheerleader_sfimp10
0xd76b32ea	quest/outbreak_quest_administrative_building_rebel_01
0xd77e0b02	quest/npe_pointer_commando_template
0xd781e41f	spacequest/delivery_no_pickup/tatooine_imperial_tier3_2_c
0xd7cf8f01	quest/crash_site_05_imp_munitions
0xd7d42145	quest/c_newbie_hall_jedi
0xd7d6322b	quest/heroic_echo_imperial_generator
0xd7fe4867	quest/quest_03_investigate_biolab
0xd8037c0e	quest/corellia_38_corsec_files_05
0xd815be7e	spacequest/destroy_duty/tatooine_imperial_tier4_destroyduty_1
0xd82040ed	spacequest/escort_duty/corellia_rebel_tier4_1
0xd85da023	quest/mtp_hideout_ragtag_fail
0xd8a567ee	quest/smuggle_illicit_3
0xd8b90f78	spacequest/inspect/corellia_privateer_15
0xd8cfdab9	quest/coronet_goto_captain_dool
0xd8d280f8	quest/itp_vader_03
0xd8ee7296	spacequest/recovery/stn_yavin4_imp_imperial_tier2_3
0xd8eee716	spacequest/escort/naboo_rebel_tier3_1_a
0xd8f121e5	spacequest/destroy_surpriseattack/nova_rank3_01
0xd90b08d2	quest/mun_marauder_9
0xd90d08a2	quest/kill_3_valarian_assassins
0xd9103374	quest/lf_safety5
0xd92afd3f	quest/npe_han_comm_marksman
0xd92fce1a	quest/recovery_quest_imperial_01
0xd941c47e	quest/ep3_myyydril_yraka_destroyloot_1
0xd9583261	quest/ep3_avatar_security_02
0xd9598e77	quest/som_blistmok_rug
0xd95e24f9	quest/ep3_kachirho_varactyl_hunt
0xd96652fa	quest/npe_han_comm_pilot_done
0xd970b1c1	spacequest/patrol/tatooine_rebel_tier4_1_b
0xd9bfd560	spacequest/destroy_duty/naboo_rebel_tier4_1
0xd9f7ff2c	quest/mtp_hideout_instance_recover_supplies_success
0xda07d475	quest/ep3_clone_relics_hunter_qakkee_4
0xda281433	quest/outbreak_quest_administrative_building_rebel_02
0xda378806	quest/npe_pilot_laetin4
0xda386290	quest/naboo_boss_nass_artifacts_scattered
0xda64713b	quest/ep3_forest_arena_epic_1
0xda9d13d8	spacequest/patrol/nova_intro_lok_01
0xdac315b8	quest/npe_brawler_polearmreward
0xdb1bc4f0	quest/talus_dearic_coa_opt_imperial_quest
0xdb50c267	quest/npe_main_quest_2
0xdb786144	quest/u16_nym_themepark_mine
0xdba393d6	spacequest/escort/rori_station_reb_storyquest_01_a
0xdbaeaf91	spacequest/patrol/nova_intro_yavin_01
0xdbaf6b01	quest/newbie_gendra_cantina_entertainer
0xdbd52f93	quest/legacy_naboo_rebel_final_reward
0xdbdd075b	quest/tatooine_eisley_gototrehla
0xdbed56e5	quest/outbreak_live_conversion_imperial
0xdbf0ac2c	spacequest/escort/ep3_hunting_tripp_protect_shipment
0xdc139d4f	quest/itp_vader_02
0xdc35d1aa	spacequest/escort/corellia_privateer_14
0xdc647a59	quest/smuggle_illicit_2
0xdc858f28	spacequest/_debug/_debug
0xdca0565d	quest/ac_repeater_loruna_enf_30_dnpc1_haadj_01
0xdca82ae6	quest/gcw_defend_rebel_turret
0xdcc0b89d	spacequest/recovery_duty/yavin_rebel_12
0xdcc261b9	quest/corellia_38_corsec_files_04
0xdceaea0a	quest/tatooine_anchorjobs_legplus
0xdd02627f	spacequest/escort_duty/corellia_rebel_7
0xdd04fd9a	spacequest/patrol/naboo_privateer_tier3_1b
0xdd0aa1a2	quest/purvis_kill_warriors
0xdd19629d	spacequest/delivery/dathomir_station_priv_storyquest_01_a
0xdd2320fc	quest/ep3_hunt_sordaan_mouf_bet_won
0xddbfafcc	spacequest/assassinate/naboo_imperial_4
0xddc25030	spacequest/assassinate/ep3_hunting_ziven_vs_sordaans_freighter_01
0xddca1565	quest/mun_marauder_8
0xddd12ec3	quest/lf_safety4
0xddd326c2	spacequest/recovery_duty/stn_dantooine_owner_smuggler_recoveryduty_tier2_1
0xdddb927e	quest/naboo_deeja_peak_beacon_safety
0xdde29687	quest/return_to_vourk
0xde1f7435	quest/npe_side_smuggle_2
0xde3392e4	quest/naboo_deeja_peak_sequencer_scanner
0xde7409b3	quest/naboo_theed_terrorist_aftermath
0xdec6c9c2	quest/ep3_clone_relics_hunter_qakkee_5
0xded991bc	spacequest/patrol/stn_yavin4_company_all_massassi_tier2_8
0xdee90984	quest/outbreak_quest_administrative_building_rebel_03
0xdf012aab	spacequest/escort/poi_tatooine_general2_1_b
0xdf26fe22	quest/talus_nashal_under_thumb
0xdf50f2bb	quest/restuss_imperial_st3_ambush_1
0xdf612e9d	quest/som_hk_history_six
0xdfb5fc91	quest/typho_police_two
0xdfda83dc	spacequest/assassinate/no_rank5_01_03
0xdfdfd61d	quest/mtp_map_quest_corellia_01
0xdff7602b	spacequest/destroy_surpriseattack/poi_tatooine_general_2_a
0xdffef42e	spacequest/escort/naboo_privateer_3
0xe00c7fb5	spacequest/assassinate/corellia_imperial_17
0xe0584af2	spacequest/destroy_surpriseattack/naboo_rebel_1
0xe0619346	quest/star_destroyer_intro_neutral
0xe0886b3f	quest/newbie_mayor_hooligans_scavengers
0xe08dc464	quest/chapter8_publish_gift_is_pilot
0xe0c78d99	quest/test_perform
0xe0cf026c	quest/npe_pointer_brawler
0xe0deff18	quest/som_kenobi_main_quest_1
0xe0e617f0	quest/ep3_hunt_jerrol_seek_johnson
0xe0f217e8	spacequest/escort/ep3_kash_station_rebel_escort_alpha
0xe0f3858b	spacequest/space_battle/naboo_privateer_tier3_2d
0xe105efad	quest/naboo_theed_goto_brunser
0xe1399980	quest/tatooine_eisley_gotoniko
0xe144b56f	quest/mun_marauder_6
0xe15022a3	spacequest/destroy_surpriseattack/corellia_imperial_tier3_3c
0xe1556f45	quest/ep3_myyydril_treesh_gather_2
0xe175caef	quest/orion_rank3_01
0xe1f0b3a5	quest/naboo_theed_hugo_goto_skaak
0xe1f43baf	spacequest/delivery_no_pickup/tatooine_station_hutt_palace_access_quest_2
0xe22477fd	spacequest/destroy_duty/corellia_station_duty1
0xe24783b8	quest/tatooine_eisley_legacy
0xe24ff057	quest/test_interior_waypoints
0xe25731b6	spacequest/patrol/stn_yavin4_company_all_massassi_tier2_6
0xe267c3a0	spacequest/delivery/tatooine_imperial_tier3_3
0xe267e37b	quest/u16_nym_themepark_pointer_02
0xe271ab8e	quest/ep3_hunt_sordaan_webweaver_bet_lost
0xe272b574	quest/legacy_button_imp_pt2
0xe297a990	spacequest/patrol/corellia_rebel_tier3_1_a
0xe29a662c	quest/naboo_kadaara_jonni_skaak
0xe2a44d81	quest/tatooine_eisley_gotodunir
0xe2b2c159	spacequest/destroy_surpriseattack/naboo_privateer_tier3_4d
0xe2c78684	spacequest/escort_duty/corellia_imperial_tier4_2
0xe2d339ed	quest/ep3_trando_borantok_02
0xe2d82759	spacequest/inspect/imperial_ss_1
0xe2d970dc	quest/camp_gamma_defense_02
0xe2ecbe01	spacequest/rescue_duty/naboo_privateer_tier4_1
0xe2f1911b	quest/outbreak_quest_02_rebel
0xe2f57334	quest/loveday_disillusion_love_note
0xe3204460	quest/mtp_hideout_instance_kill_specific_droids_fail
0xe3692408	quest/camp_epsilon_defense_01
0xe36ffaf9	quest/gcw_spy_destroy_patrol
0xe37e1bdf	quest/ep3_rodian_fop_2
0xe383d3f1	quest/npe_job_pointer_wyle
0xe38f9097	quest/no_rank2_03
0xe3afa86d	quest/ep3_rryatt_krepauk_defeat_katarn
0xe3ea3b77	quest/u16_nym_themepark_pirate_surveillance_collection
0xe41363ad	quest/newbie_mayor_hooligans_water_thief
0xe42db70b	spacequest/patrol/corellia_rebel_tier3_4_a
0xe44eb06a	spacequest/destroy_surpriseattack/corellia_privateer_tier3_1_c
0xe47eff02	quest/tatooine_24_azure_cabal_proptis_loss_01
0xe48a4ec7	quest/newbie_gendra_cantina_music
0xe4a1a0ba	quest/newbie_mayor_hooligans_gunrunners_2
0xe4ad2362	spacequest/recovery_duty/tatooine_privateer_5
0xe4f27a2c	spacequest/convoy/test_convoy
0xe5101b97	quest/npe_force_dark
0xe516f1e4	quest/pointer_ephant_mon
0xe52cbd6d	spacequest/rescue_duty/corellia_imperial_tier4_4
0xe534770b	spacequest/survival/corellia_imperial_tier4_1_b
0xe5409559	quest/tatooine_eisley_nikos_coins
0xe5509c96	spacequest/destroy_duty/naboo_void_wing_tier2
0xe585a8d8	quest/mun_marauder_7
0xe5a1543c	spacequest/destroy/imperial_ss_04
0xe5bced3e	quest/c_talus_grave_robbers_1
0xe5eca82c	spacequest/destroy_duty/ep3_kash_station_destroy_duty_neutral
0xe6061546	spacequest/recovery/poi_tatooine_general2_3
0xe6095e78	quest/tatooine_entha_race1_restart
0xe6156ee1	quest/mtp_map_quest_tatooine_01
0xe6186d6b	quest/camp_gamma_defense_03
0xe61c791e	quest/som_kenobi_reunite_shard_1
0xe62745e3	spacequest/destroy_surpriseattack/corellia_privateer_tier3_2_c
0xe658119a	quest/corellia_coronet_capitol_problems_government_work
0xe65ad598	spacequest/assassinate/naboo_privateer_tier3_4f
0xe673dcee	spacequest/destroy_surpriseattack/naboo_privateer_tier3_4e
0xe6857754	quest/c_entertainer_trainer
0xe6bceced	spacequest/assassinate/tatooine_imperial_tier4_4_a
0xe6ee3e0f	spacequest/assassinate/ep3_slaver_lord_cyssc_alt
0xe6f3961e	quest/restuss_imperial_space_destroy_1
0xe70b4785	spacequest/destroy_duty/corellia_rebel_tier2
0xe732afa2	quest/som_jenha_tar_cube
0xe74014dd	spacequest/destroy/npe_med_main_1a
0xe74e8d20	quest/no_rank2_02
0xe77327db	quest/outbreak_live_conversion_neutral
0xe77bc226	quest/star_destroyer_intro_rebel
0xe78f399f	quest/steal_speeder
0xe79040e2	quest/npe_job_pointer_garek
0xe79d8068	spacequest/space_mining_destroy/kashyyyk_mining_quest_5
0xe7bf0668	quest/ep3_rodian_fop_3
0xe7d29f1a	spacequest/destroy_surpriseattack/no_rank2_03_03
0xe7de0ff0	spacequest/delivery/naboo_imperial_tier3_1_d
0xe80eb1b1	spacequest/convoy/nova_rank3_01
0xe813ba4f	spacequest/destroy_duty/naboo_void_wing_tier1
0xe8203521	quest/crash_site_05_imp_structures
0xe867a099	quest/ep3_kachirho_varactyl_egg
0xe86b79d6	quest/ep3_hunt_wrelaac_to_chrilooc
0xe885fb3a	quest/u16_nym_meet_townspeople
0xe8b151a0	quest/jedi_gift_exchange
0xe8b24046	quest/naboo_theed_goto_jorgellansel
0xe8b4ba24	quest/ep3_rryatt_tressk_kill_deep_woods_poachers
0xe8c68e01	quest/mun_marauder_4
0xe8f25b39	quest/rtp_qualdo_01
0xe8f7f181	quest/orion_rank3_03
0xe95cc476	quest/som_kenobi_main_quest_3
0xe9c7226c	spacequest/destroy_surpriseattack/orion_rank3_01
0xe9d750cc	quest/speeder_quest
0xe9ff76c3	quest/naboo_24_gungan_power_grab_02a_test
0xea0dabf9	quest/no_rank2_01
0xea2c61c3	quest/smuggle_pointer_illicit_5
0xea48615c	spacequest/destroy_duty/corellia_rebel_tier1
0xea6c78df	spacequest/patrol/stn_endor_irs_imp_tier3_3e
0xea6fb2d9	quest/ep3_kachirho_takook_comm
0xea8cade4	spacequest/patrol/npe_hard_main_3d
0xea96934c	spacequest/destroy_surpriseattack/sidequest_jabba_attack
0xead14278	spacequest/assassinate/corellia_imperial_tier3_1e
0xeaeb1f66	quest/camp_epsilon_defense_03
0xeaf320db	quest/gcw_destroy_barricade
0xeb06d980	quest/som_kenobi_moral_choice_1
0xeb0d8196	quest/som_lava_beetle_nest_destroy
0xeb3bbb24	spacequest/patrol/npe_easy_main_4
0xeb5f5fc7	quest/som_kenobi_reunite_shard_2
0xeb8dab25	quest/legacy_button_darklighter
0xeba56555	quest/quest_04_meet_cale_herron
0xebb0b0c7	quest/restuss_imperial_space_destroy_2
0xebb25ebd	spacequest/inspect/viopa_rebel_1
0xebb881ca	quest/ep3_avatar_return
0xec0793b6	quest/mun_marauder_5
0xec0f431d	quest/loveday_flowers_2009
0xec2d87f1	quest/talus_nashal_goto_mother
0xec36ec36	quest/orion_rank3_02
0xeca1e218	quest/gcw_smuggler_slicing
0xeccd1fb3	spacequest/destroy_duty/kessel_pirate_tier6
0xed2690e3	quest/crash_site_02_reb_domestics
0xed2f2e54	quest/corellia_disappearances_5_rescue
0xed3587e1	spacequest/destroy_surpriseattack/stn_dantooine_owner_smuggler_surpriseattack01_tier2_1
0xed4f596c	spacequest/assassinate/corellia_imperial_14
0xed544de4	quest/corellia_tyrena_return_kyran
0xed6aa12f	spacequest/inspect/corellia_imperial_tier3_1_a
0xed745626	quest/ep3_hunt_sordaan_walluga_bet_won
0xee24d812	quest/ep3_trando_dakar_zssik_03
0xee2a02d1	quest/camp_epsilon_defense_02
0xee3d3d06	quest/ep3_rodian_fop_1
0xee618e0d	quest/outbreak_quest_facility_04
0xeea164fb	spacequest/recovery/ep3_slaver_rhosk_recovery
0xeeb03749	quest/legacy_button_reb_valarian
0xeecfbf80	spacequest/destroy_surpriseattack/viopa_rebel_1
0xeeed7c74	quest/smuggle_pointer_illicit_4
0xef24c5a2	quest/u16_nym_themepark_pointer_01
0xef3ed783	spacequest/assassinate/tatooine_imperial_tier4_4_c
0xef445b61	quest/crash_site_01_reb_structures
0xef59681b	quest/tatooine_eisley_information_control
