bookName	pageName	collectionName	slotName	beginSlotId	endSlotId	maxSlotValue	category1	category2	category3	category4	category5	category6	category7	category8	category9	category10	category11	prereqSlotName1	prereqSlotName2	prereqSlotName3	prereqSlotName4	prereqSlotName5	icon	music	showIfNotYetEarned	hidden	title	alternateTitle1	alternateTitle2	alternateTitle3	alternateTitle4	alternateTitle5	noReward	trackServerFirst	Comments	string_name	string_detail
			combat_rifleman_master	51																				NONE	none		1									Profession: Master Rifleman	You have mastered the Rifleman Profession.
			combat_smuggler_master	52																				NONE	none		1									Profession: Master Smuggler	You have mastered the Smuggler Profession.
			combat_unarmed_master	53																				NONE	none		1									Profession: Teras Kasi Master	You have mastered the Teras Kasi Profession.
			old_crafting_architect_master	54																				NONE	none		1									Elder Architect	You are an Elder Architect.
			old_crafting_armorsmith_master	55																				NONE	none		1									Elder Armorsmith	You are an Elder Armorsmith.
			old_crafting_artisan_master	56																				NONE	none		1									Elder Artisan	You are an Elder Artisan.
			old_crafting_chef_master	57																				NONE	none		1									Elder Chef	You are an Elder Chef.
			old_crafting_droidengineer_master	58																				NONE	none		1									Elder Droid Engineer	You are an Elder Droid Engineer.
			old_crafting_merchant_master	59																				NONE	none		1									Elder Merchant	You are an Elder Merchant.
			old_crafting_tailor_master	60																				NONE	none		1									Elder Tailor	You are an Elder Tailor.
			old_crafting_weaponsmith_master	61																				NONE	none		1									Elder Weaponsmith	You are an Elder Weaponsmith.
			old_outdoors_bio_engineer_master	62																				NONE	none		1									Elder Bio-Engineer	You are an Elder Bio-Engineer.
			outdoors_creaturehandler_master	63																				NONE	none		1									Profession: Master Creature Handler	You have mastered the Creature Handler Profession.
			outdoors_ranger_master	64																				NONE	none		1									Profession: Master Ranger	You have mastered the Ranger Profession.
			outdoors_scout_master	65																				NONE	none		1									Profession: Master Scout	You have mastered the Scout Profession.
			outdoors_squadleader_master	66																				NONE	none		1									Profession: Master Squad Leader	You have mastered the Squad Leader Profession.
			science_combatmedic_master	67																				NONE	none		1									Profession: Master Combat Medic	You have mastered the Combat Medic Profession.
			science_doctor_master	68																				NONE	none		1									Profession: Master Doctor	You have mastered the Doctor Profession.
			science_medic_master	69																				NONE	none		1									Profession: Master Medic	You have mastered the Medic Profession.
			old_social_dancer_master	70																				NONE	none		1									Elder Dancer	You are an Elder Dancer.
			old_social_entertainer_master	71																				NONE	none		1									Elder Entertainer	You are an Elder Entertainer.
			old_social_imagedesigner_master	72																				NONE	none		1									Elder Image Designer	You are an Elder Image Designer.
			old_social_musician_master	73																				NONE	none		1									Elder Musician	You are an Elder Musician.
			old_social_politician_master	74																				NONE	none		1									Elder Politician	You are an Elder Politician.
			bdg_jedi_elder	182																				NONE	none		1									Veteran: Elder Jedi	You have acquired the distinction of Elder Jedi.
			new_prof_crafting_architect_master	183																				NONE	none											Profession: Master Architect	You have mastered the Architect Profession.
			new_prof_crafting_armorsmith_master	184																				NONE	none											Profession: Master Armorsmith	You have mastered the Armorsmith Profession.
			new_prof_crafting_artisan_master	185																				NONE	none											Profession: Master Artisan	You have mastered the Artisan Profession.
			new_prof_crafting_chef_master	186																				NONE	none											Profession: Master Chef	You have mastered the Chef Profession.
			new_prof_crafting_droidengineer_master	187																				NONE	none											Profession: Droid Engineer Master	You have mastered the Droid Engineer Profession.
			new_prof_crafting_merchant_master	188																				NONE	none											Profession: Master Merchant	You have mastered the Merchant Profession.
			new_prof_crafting_tailor_master	189																				NONE	none											Profession: Master Tailor	You have mastered the Tailor Profession.
			new_prof_crafting_weaponsmith_master	190																				NONE	none											Profession: Master Weaponsmith	You have mastered the Weaponsmith Profession.
			new_prof_outdoors_bio_engineer_master	191																				NONE	none											Profession: Master Bio-Engineer	You have mastered the Bio-Engineer Profession.
			new_prof_social_dancer_master	192																				NONE	none											Profession: Master Dancer	You have mastered the Dancer Profession.
			new_prof_social_entertainer_master	193																				NONE	none											Profession: Master Entertainer	You have mastered the Entertainer Profession.
			new_prof_social_imagedesigner_master	194																				NONE	none											Profession: Master Image Designer	You have mastered the Image Designer Profession.
			new_prof_social_musician_master	195																				none	none											Profession: Master Musician	You have mastered the Musician Profession.
			new_prof_social_politician_master	196																				none	none											Profession: Master Politician	You have mastered the Politician Profession.
			new_prof_crafting_shipwright	197																				none	none											Profession: Master Shipwright	You have mastered the Shipwright Profession.
			new_prof_jedi_master	198																				none	none		1									Profession: Jedi	You have mastered the Jedi Profession.
			new_prof_smuggler_master	199																				none	none		1									Profession: Master Smuggler	You have mastered the Smuggler Profession.
			new_prof_bountyhunter_master	200																				none	none		1									Profession: Master Bounty Hunter	You have mastered the Bounty Hunter Profession.
			new_prof_commando_master	201																				none	none		1									Profession: Master Commando	You have mastered the Commando Profession.
			new_prof_officer_master	202																				none	none		1									Profession: Master Officer	You have mastered the Officer Profession.
			new_prof_medic_master	203																				none	none		1									Profession: Master Medic	You have mastered the Medic Profession.
			new_prof_spy_master	204																				none	none		1									Profession: Master Spy	You have mastered the Spy Profession.
			new_prof_entertainer_master	205																				none	none		1									Profession: Master Entertainer	You have mastered the Entertainer Profession.
			new_prof_trader_master	206																				none	none		1									Profession: Master Trader	You have mastered the Trader Profession.
		col_bdg_restuss																															1			Restuss Badges	Collection of badges granted in Restuss.
			restuss_rebel_first	210																					none											Rebel Grand Medal of Resolution	You have helped the Alliance defeat the Imperial oppression at the Battle of Restuss!
