INDEX	ENUM	CLASS 1	CLASS 2	CLASS 3	CLASS 4	CLASS 5	CLASS 6	CLASS 7	CLASS 8	Maximum # types	Minimum # types	Minimum # Pools	Maximum # Pools	Recycled	Permanent	Attribute 1	Attribute 2	Attribute 3	Attribute 4	Attribute 5	Attribute 6	Attribute 7	Attribute 8	Attribute 9	Attribute 10	Attribute 11	Att 1 min	Att 1 max	Att 2 min	Att 2 max	Att 3 min	Att 3 max	Att 4 min	Att 4 max	Att 5 min	Att 5 max	Att 6 min	Att 6 max	Att 7 min	Att 7 max	Att 8 min	Att 8 max	Att 9 min	Att 9 max	Att 10 min	Att 10 max	Att 11 min	Att 11 max	Resource Container Type	Random Name Class
111	meat_insect_lok							Lokian Insect Meat		1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	1000	300	1000															object/resource_container/organic_food.iff	plain_resource
112	meat_insect_naboo							Nabooian Insect Meat		1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	1000	300	1000															object/resource_container/organic_food.iff	plain_resource
113	meat_insect_rori							Rori Insect Meat		1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	1000	300	1000															object/resource_container/organic_food.iff	plain_resource
114	meat_insect_talus							Talusian Insect Meat		1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	1000	300	1000															object/resource_container/organic_food.iff	plain_resource
115	meat_insect_tatooine							Tatooinian Insect Meat		1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	1000	300	1000															object/resource_container/organic_food.iff	plain_resource
116	meat_insect_yavin4							Yavinian Insect Meat		1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	1000	300	1000															object/resource_container/organic_food.iff	plain_resource
1027	meat_insect_kashyyyk							Kashyyykian Insect Meat		1	1	7	7			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	1000	300	1000															object/resource_container/organic_food.iff	plain_resource
1071	meat_insect_mustafar							Mustafarian Insect Meat		1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	1000	300	1000															object/resource_container/organic_food.iff	plain_resource
117	seafood						Seafood			37	37					res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	1000	1	1000															object/resource_container/organic_food.iff	plain_resource
907	processed_seafood							Processed Seafood		1	1	1	1	1		res_decay_resist	res_quality	res_flavor	res_potential_energy								200	200	200	200	200	200	200	200															object/resource_container/organic_food.iff	plain_resource
900	seafood_fish							Fish		12	12					res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	1000	1	1000															object/resource_container/organic_food.iff	plain_resource
118	seafood_fish_corellia								Corellian Fish Meat	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	1000	1	1000															object/resource_container/organic_food.iff	plain_resource
119	seafood_fish_dantooine								Dantooine Fish Meat	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	1000	1	1000															object/resource_container/organic_food.iff	plain_resource
120	seafood_fish_dathomir								Dathomirian Fish Meat	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	1000	1	1000															object/resource_container/organic_food.iff	plain_resource
121	seafood_fish_endor								Endorian Fish Meat	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	1000	1	1000															object/resource_container/organic_food.iff	plain_resource
122	seafood_fish_lok								Lokian Fish Meat	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	1000	1	1000															object/resource_container/organic_food.iff	plain_resource
123	seafood_fish_naboo								Nabooian Fish Meat	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	1000	1	1000															object/resource_container/organic_food.iff	plain_resource
124	seafood_fish_rori								Rori Fish Meat	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	1000	1	1000															object/resource_container/organic_food.iff	plain_resource
125	seafood_fish_talus								Talusian Fish Meat	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	1000	1	1000															object/resource_container/organic_food.iff	plain_resource
126	seafood_fish_tatooine								Tatooinian Fish Meat	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	1000	1	1000															object/resource_container/organic_food.iff	plain_resource
127	seafood_fish_yavin4								Yavinian Fish Meat	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	1000	1	1000															object/resource_container/organic_food.iff	plain_resource
1028	seafood_fish_kashyyyk								Kashyyykian Fish Meat	1	1	7	7			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	1000	1	1000															object/resource_container/organic_food.iff	plain_resource
1072	seafood_fish_mustafar								Mustafarian Fish Meat	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	1000	1	1000															object/resource_container/organic_food.iff	plain_resource
901	seafood_crustacean							Crustacean		12	12					res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	1000	1	1000															object/resource_container/organic_food.iff	plain_resource
129	seafood_crustacean_corellia								Corellia Crustacean Meat	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	1000	1	1000															object/resource_container/organic_food.iff	plain_resource
130	seafood_crustacean_dantooine								Dantooine Crustacean Meat	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	1000	1	1000															object/resource_container/organic_food.iff	plain_resource
131	seafood_crustacean_dathomir								Dathomirian Crustacean Meat	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	1000	1	1000															object/resource_container/organic_food.iff	plain_resource
132	seafood_crustacean_endor								Endorian Crustacean Meat	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	1000	1	1000															object/resource_container/organic_food.iff	plain_resource
133	seafood_crustacean_lok								Lokian Crustacean Meat	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	1000	1	1000															object/resource_container/organic_food.iff	plain_resource
134	seafood_crustacean_naboo								Nabooian Crustacean Meat	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	1000	1	1000															object/resource_container/organic_food.iff	plain_resource
135	seafood_crustacean_rori								Rori Crustacean Meat	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	1000	1	1000															object/resource_container/organic_food.iff	plain_resource
136	seafood_crustacean_talus								Talusian Crustacean Meat	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	1000	1	1000															object/resource_container/organic_food.iff	plain_resource
137	seafood_crustacean_tatooine								Tatooinian Crustacean Meat	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	1000	1	1000															object/resource_container/organic_food.iff	plain_resource
138	seafood_crustacean_yavin4								Yavinian Crustacean Meat	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	1000	1	1000															object/resource_container/organic_food.iff	plain_resource
1029	seafood_crustacean_kashyyyk								Kashyyykian Crustacean Meat	1	1	7	7			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	1000	1	1000															object/resource_container/organic_food.iff	plain_resource
1073	seafood_crustacean_mustafar								Mustafarian Crustacean Meat	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	1000	1	1000															object/resource_container/organic_food.iff	plain_resource
902	seafood_mollusk							Mollusk		12	12					res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	1000	1	1000															object/resource_container/organic_food.iff	plain_resource
139	seafood_mollusk_corellia								Corellia Mollusk Meat	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	1000	1	1000															object/resource_container/organic_food.iff	plain_resource
140	seafood_mollusk_dantooine								Dantooine Mollusk Meat	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	1000	1	1000															object/resource_container/organic_food.iff	plain_resource
141	seafood_mollusk_dathomir								Dathomirian Mollusk Meat	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	1000	1	1000															object/resource_container/organic_food.iff	plain_resource
142	seafood_mollusk_endor								Endorian Mollusk Meat	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	1000	1	1000															object/resource_container/organic_food.iff	plain_resource
143	seafood_mollusk_lok								Lokian Mollusk Meat	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	1000	1	1000															object/resource_container/organic_food.iff	plain_resource
144	seafood_mollusk_naboo								Nabooian Mollusk Meat	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	1000	1	1000															object/resource_container/organic_food.iff	plain_resource
145	seafood_mollusk_rori								Rori Mollusk Meat	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	1000	1	1000															object/resource_container/organic_food.iff	plain_resource
146	seafood_mollusk_talus								Talusian Mollusk Meat	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	1000	1	1000															object/resource_container/organic_food.iff	plain_resource
147	seafood_mollusk_tatooine								Tatooinian Mollusk Meat	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	1000	1	1000															object/resource_container/organic_food.iff	plain_resource
148	seafood_mollusk_yavin4								Yavinian Mollusk Meat	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	1000	1	1000															object/resource_container/organic_food.iff	plain_resource
1030	seafood_mollusk_kashyyyk								Kashyyykian Mollusk Meat	1	1	7	7			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	1000	1	1000															object/resource_container/organic_food.iff	plain_resource
1074	seafood_mollusk_mustafar								Mustafarian Mollusk Meat	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	1000	1	1000															object/resource_container/organic_food.iff	plain_resource
149	creature_structural				Creature Structural					87	87					res_decay_resist	res_quality	res_malleability	res_toughness	res_shock_resistance							1	1000	1	1000	1	1000	1	1000	1	1000													object/resource_container/organic_structure.iff	plain_resource
150	bone					Bone				25	25					res_decay_resist	res_quality	res_malleability	res_toughness	res_shock_resistance							1	1000	1	1000	1	600	1	1000	100	1000													object/resource_container/organic_structure.iff	plain_resource
908	ground_bones						Ground Bones			1	1	1	1	1		res_decay_resist	res_quality	res_malleability	res_toughness	res_shock_resistance							200	200	200	200	200	200	200	200	200	200													object/resource_container/organic_structure.iff	plain_resource
151	bone_mammal_corellia						Corellian Animal Bones			1	1	1	1			res_decay_resist	res_quality	res_malleability	res_toughness	res_shock_resistance							300	1000	1	1000	1	500	1	1000	400	1000													object/resource_container/organic_structure.iff	plain_resource
152	bone_mammal_dantooine						Dantooine Animal Bones			1	1	1	1			res_decay_resist	res_quality	res_malleability	res_toughness	res_shock_resistance							300	1000	1	1000	1	500	1	1000	400	1000													object/resource_container/organic_structure.iff	plain_resource
153	bone_mammal_dathomir						Dathomirian Animal Bones			1	1	1	1			res_decay_resist	res_quality	res_malleability	res_toughness	res_shock_resistance							300	1000	1	1000	1	500	1	1000	400	1000													object/resource_container/organic_structure.iff	plain_resource
154	bone_mammal_endor						Endorian Animal Bones			1	1	1	1			res_decay_resist	res_quality	res_malleability	res_toughness	res_shock_resistance							300	1000	1	1000	1	500	1	1000	400	1000													object/resource_container/organic_structure.iff	plain_resource
155	bone_mammal_lok						Lokian  Animal Bones			1	1	1	1			res_decay_resist	res_quality	res_malleability	res_toughness	res_shock_resistance							300	1000	1	1000	1	500	1	1000	400	1000													object/resource_container/organic_structure.iff	plain_resource
156	bone_mammal_naboo						Nabooian  Animal Bones			1	1	1	1			res_decay_resist	res_quality	res_malleability	res_toughness	res_shock_resistance							300	1000	1	1000	1	500	1	1000	400	1000													object/resource_container/organic_structure.iff	plain_resource
157	bone_mammal_rori						Rori  Animal Bones			1	1	1	1			res_decay_resist	res_quality	res_malleability	res_toughness	res_shock_resistance							300	1000	1	1000	1	500	1	1000	400	1000													object/resource_container/organic_structure.iff	plain_resource
158	bone_mammal_talus						Talusian  Animal Bones			1	1	1	1			res_decay_resist	res_quality	res_malleability	res_toughness	res_shock_resistance							300	1000	1	1000	1	500	1	1000	400	1000													object/resource_container/organic_structure.iff	plain_resource
